Month,Day,Hour,DOW/星期,气温℃,湿度%,气压hPa,降水量mm/h,经向风m/s,纬向风m/s,地面风速m/s,风向°,地表水平辐射W/m^2,直接辐射W/m^2,散射辐射W/m^2
1,1,0,7,11.7854248,88.22333497,959.1632813,0.499020098,4.60442543,4.400774479,6.369266014,226.295517,0.016076389,1.08E-05,0.016075688
1,1,1,7,11.87380371,87.60554914,959.6933594,0.399578363,5.273621559,4.379926205,6.855278106,230.2891846,0.016076389,1.08E-05,0.016075688
1,1,2,7,10.15517578,81.23407323,960.0100781,0.57964446,5.79361105,2.925635815,6.490398594,243.2073059,0.016076389,1.08E-05,0.016075688
1,1,3,7,9.866540527,78.3060569,960.9335938,0.085033476,5.631449699,2.260753155,6.06829717,248.1269379,0.016076389,1.08E-05,0.016075688
1,1,4,7,9.796105957,75.6920901,961.5489844,0.029840507,6.081526279,1.458386183,6.253946925,256.5147705,0.016076389,1.08E-05,0.016075688
1,1,5,7,9.648339844,73.26021652,962.6521875,7.87E-05,5.587893963,0.684192121,5.629625014,263.0193481,0.016076389,1.08E-05,0.016075688
1,1,6,7,9.0559021,71.90091274,963.7807813,7.87E-05,4.780882359,-0.081550002,4.781577828,270.9772339,0.016076389,1.08E-05,0.016075688
1,1,7,7,8.207971191,70.61583449,965.0891406,7.87E-05,4.994640827,-0.489495099,5.018569761,275.5973511,8.040243056,2.69800129,7.864872972
1,1,8,7,9.155328369,61.82327068,966.9021094,7.87E-05,6.039087296,-0.732628047,6.083364137,276.9169922,134.4411806,338.7662102,75.03133285
1,1,9,7,10.32158813,46.58080431,968.3642969,7.87E-05,6.739107609,-2.00886488,7.032148283,286.5988159,316.8788194,648.4271964,100.7820585
1,1,10,7,11.33522949,42.40994078,969.3386719,7.87E-05,5.790037632,-3.078030348,6.557347528,297.9954834,468.4772222,813.7916809,99.20259703
1,1,11,7,11.88485107,36.63905515,969.8174219,7.87E-05,5.053608894,-3.143955231,5.951757501,301.8865967,564.3864583,878.5822247,99.89640312
1,1,12,7,12.26601563,32.79206736,970.0484375,7.87E-05,4.431319237,-3.360887289,5.561668234,307.1781311,600.1559028,893.3562644,106.2275948
1,1,13,7,12.88744507,28.23537785,970.2449219,7.87E-05,3.352698088,-3.525135756,4.864891218,316.4361877,569.6972917,893.4964963,100.8364206
1,1,14,7,12.71621094,23.86390753,971.2455469,7.87E-05,1.253977299,-3.920403242,4.116068591,342.2626343,475.9223264,877.8757316,84.23825177
1,1,15,7,12.86535034,22.81120779,971.9294531,7.87E-05,0.499679774,-3.104794741,3.144746454,350.8572998,329.0556597,788.0848556,74.88417331
1,1,16,7,11.92006836,29.77997574,973.2682031,7.87E-05,0.519559085,-1.532459497,1.618138979,341.2714844,149.0997222,588.9035397,53.57290903
1,1,17,7,9.796105957,43.49859612,974.1685938,7.87E-05,1.440038919,-2.315387249,2.726670167,328.1207275,11.74625,5.758405942,11.37195361
1,1,18,7,9.318292236,40.93402263,975.120625,7.87E-05,0.982591033,-2.299892187,2.500997643,336.8662109,0.016076389,1.08E-05,0.016075688
1,1,19,7,7.767419434,45.58879998,976.4625781,7.87E-05,0.669435799,-2.263830662,2.360735808,343.5265503,0.016076389,1.08E-05,0.016075688
1,1,20,7,6.664727783,51.65732636,977.0770313,7.87E-05,0.206850618,-2.560210705,2.568553295,355.3808594,0.016076389,1.08E-05,0.016075688
1,1,21,7,6.408532715,51.29577433,978.6871875,7.87E-05,-0.696877003,-2.825881958,2.910540568,13.85302734,0.016076389,1.08E-05,0.016075688
1,1,22,7,6.001855469,53.51520108,978.8342188,7.87E-05,-1.72725153,-2.7067101,3.210868638,32.54344177,0.016076389,1.08E-05,0.016075688
1,1,23,7,4.891534424,56.91396374,979.4491406,7.87E-05,-2.445364237,-2.595426798,3.565956606,43.29483032,0.016076389,1.08E-05,0.016075688
1,2,0,1,4.440637207,58.08002818,979.1632031,7.87E-05,-2.485569477,-2.555984735,3.56526487,44.19979858,0.016076389,1.08E-05,0.016075688
1,2,1,1,3.730126953,62.11166302,979.3710938,7.87E-05,-2.121710777,-2.528938532,3.301088717,39.9957428,0.016076389,1.08E-05,0.016075688
1,2,2,1,1.849908447,66.92655667,979.24125,7.87E-05,-1.383718729,-2.049434185,2.472823892,34.02609253,0.016076389,1.08E-05,0.016075688
1,2,3,1,1.805688477,65.2268434,978.7216406,7.87E-05,-0.601277471,-1.990270853,2.079113432,16.80999756,0.016076389,1.08E-05,0.016075688
1,2,4,1,1.934136963,64.54800518,978.8169531,7.87E-05,-0.376127362,-1.753054142,1.792950255,12.10954285,0.016076389,1.08E-05,0.016075688
1,2,5,1,1.657922363,64.6305067,979.3796875,7.87E-05,-0.649523973,-1.965478659,2.070021195,18.28697205,0.016076389,1.08E-05,0.016075688
1,2,6,1,1.369989014,65.11700826,979.9510156,7.87E-05,-1.252157927,-2.003512144,2.362617274,32.00462341,0.016076389,1.08E-05,0.016075688
1,2,7,1,1.225,65.59623255,980.3059375,7.87E-05,-1.518853664,-1.920965195,2.448882139,38.33244324,8.619305556,3.100633299,8.417764391
1,2,8,1,3.255059814,55.11294308,980.5917969,7.87E-05,-1.824414492,-2.09169364,2.775548688,41.09555054,140.8439583,386.4737305,72.69959447
1,2,9,1,6.486566162,42.02529352,980.7733594,7.87E-05,-1.555485249,-1.755307913,2.345344373,41.54611206,325.3827431,692.2331572,93.96236194
1,2,10,1,7.900018311,37.25012521,980.6607813,7.87E-05,-1.458322048,-1.809681892,2.32414538,38.86340332,477.9076736,853.0401372,89.86849863
1,2,11,1,9.798181152,29.04386911,979.6914844,7.87E-05,-1.483115435,-1.920401812,2.426432466,37.67871094,574.6110417,892.5334365,101.7061544
1,2,12,1,11.15844116,27.75389122,978.3753906,7.87E-05,-1.307775259,-1.866027832,2.278669787,35.02407837,609.6029167,905.4880835,107.8997163
1,2,13,1,12.81011353,23.33931551,977.1201563,7.87E-05,-1.138912797,-1.63754487,1.994661766,34.81861877,577.7379514,904.1054629,102.2596174
1,2,14,1,14.09099731,21.9310181,976.6010156,7.87E-05,-1.437102556,-1.136628866,1.832263337,51.65893555,482.0107639,886.8905872,85.31590521
1,2,15,1,14.55016479,21.07007388,976.3323438,7.87E-05,-1.150750995,-0.812921107,1.408924617,54.76159668,332.4804167,803.5122856,72.49727157
1,2,16,1,13.96325073,28.11622763,975.960625,7.87E-05,0.226283193,-0.297073483,0.373439068,322.703186,150.7542014,597.8014434,53.21955881
1,2,17,1,11.5119873,42.38826358,975.51,7.87E-05,1.082434416,-0.414554894,1.159103112,290.9560242,12.30875,6.323153942,11.89774499
1,2,18,1,9.997033691,49.45540068,975.6230469,7.87E-05,1.521343112,-1.08112812,1.866366223,305.3991394,0.016076389,1.08E-05,0.016075688
1,2,19,1,8.083001709,55.47267788,975.6747656,7.87E-05,0.632804275,-2.020697594,2.11746547,342.6114502,0.016076389,1.08E-05,0.016075688
1,2,20,1,7.846826172,56.49019621,975.3802344,7.87E-05,-0.619816661,-1.717274427,1.82570648,19.84605408,0.016076389,1.08E-05,0.016075688
1,2,21,1,7.215722656,57.31604201,975.51,7.87E-05,-1.305765152,-1.840390444,2.256559243,35.35588074,0.016076389,1.08E-05,0.016075688
1,2,22,1,5.902398682,66.65747455,975.3285156,7.87E-05,-1.759862423,-2.148039579,2.776902912,39.32733154,0.016076389,1.08E-05,0.016075688
1,2,23,1,4.904656982,67.7284848,975.1115625,7.87E-05,-2.031695604,-2.403286934,3.146994616,40.21057129,0.016076389,1.08E-05,0.016075688
1,3,0,2,4.648461914,67.92287629,974.7998438,7.87E-05,-1.907952309,-2.332291126,3.013281253,39.28520203,0.016076389,1.08E-05,0.016075688
1,3,1,2,3.647943115,72.20430247,974.7217188,7.87E-05,-1.765446663,-2.105498314,2.747712698,39.97962952,0.016076389,1.08E-05,0.016075688
1,3,2,2,2.64397583,71.05100891,974.6872656,7.87E-05,-1.487582684,-1.891947031,2.406733431,38.17694092,0.016076389,1.08E-05,0.016075688
1,3,3,2,2.024591064,74.11587963,974.2366406,7.87E-05,-1.100047588,-2.16353488,2.427135734,26.95101929,0.016076389,1.08E-05,0.016075688
1,3,4,2,1.940362549,77.52643823,974.3405469,7.87E-05,-1.307775259,-2.106343508,2.479306173,31.83509827,0.016076389,1.08E-05,0.016075688
1,3,5,2,1.642053223,76.82066051,973.9071875,7.87E-05,-1.466363192,-2.005202532,2.484161469,36.17723083,0.016076389,1.08E-05,0.016075688
1,3,6,2,1.48394165,78.20837804,974.4617188,7.87E-05,-1.356245041,-1.714175463,2.185817496,38.35083008,0.016076389,1.08E-05,0.016075688
1,3,7,2,1.951409912,79.16989853,974.6872656,7.87E-05,-1.460108995,-1.581762314,2.152647276,42.70979309,8.338055556,2.901627031,8.149449799
1,3,8,2,3.843347168,70.98625812,974.9382031,7.87E-05,-1.672750711,-1.537812471,2.272215249,47.40667725,138.2133681,357.281553,74.84771237
1,3,9,2,8.053308105,55.72907067,975.5535938,7.87E-05,-1.057161808,-0.866449773,1.36686733,50.66195679,321.0811458,660.6923459,99.45601621
1,3,10,2,10.23113403,43.51273796,975.4755469,7.87E-05,-0.562188983,-0.15930748,0.584324675,74.17887115,473.2751736,825.0390701,96.97345145
1,3,11,2,11.82753906,37.80849727,974.5570313,7.87E-05,-0.226697385,0.547271311,0.592366097,157.4990845,571.2855556,885.2619012,101.1175433
1,3,12,2,13.45986328,34.25462338,973.3789063,7.87E-05,0.052059889,0.783642769,0.785370117,183.8007507,607.2039583,899.8520212,107.4751006
1,3,13,2,14.90163574,31.92834141,972.9977344,7.87E-05,0.403856963,0.65799123,0.772044627,211.5404663,576.3151389,899.726711,102.0077796
1,3,14,2,16.2784668,28.81535451,972.0878125,7.87E-05,0.424183011,0.397954434,0.581634729,226.8272858,481.4482292,883.4713539,85.21633656
1,3,15,2,16.35372314,27.56798199,971.9580469,7.87E-05,1.173119783,0.683065176,1.3574933,239.7893066,333.2414583,800.9407108,73.18776615
1,3,16,2,15.79787598,40.94977152,971.9961719,7.87E-05,2.020336628,0.525578141,2.087580531,255.4180603,152.62375,608.2791167,52.75733078
1,3,17,2,13.6083313,40.18661012,972.4813281,7.87E-05,2.149663925,-0.261293769,2.165485956,276.9303589,13.08635417,7.147420921,12.62177181
1,3,18,2,10.59295044,52.59450007,973.1053125,7.87E-05,2.178924561,-1.426528931,2.604361156,303.2125244,0.016076389,1.08E-05,0.016075688
1,3,19,2,8.645043945,60.95992499,973.8422656,7.87E-05,0.845445991,-1.700934172,1.899462024,333.5704041,0.016076389,1.08E-05,0.016075688
1,3,20,2,8.636071777,60.04228583,973.7120313,7.87E-05,-0.394219756,-1.101694345,1.170102409,19.68876648,0.016076389,1.08E-05,0.016075688
1,3,21,2,8.507653809,62.075563,974.0328906,7.87E-05,-1.173757434,-0.813484609,1.428097939,55.27571106,0.016076389,1.08E-05,0.016075688
1,3,22,2,7.181207275,69.57362644,974.4749219,7.87E-05,-0.811462283,-1.013794661,1.298557142,38.67451477,0.016076389,1.08E-05,0.016075688
1,3,23,2,5.816094971,76.06909936,974.6396094,7.87E-05,-0.95084095,-0.488086402,1.068796916,62.82764435,0.016076389,1.08E-05,0.016075688
1,4,0,3,5.519189453,78.95835727,973.91125,7.87E-05,-1.50947237,0.174260825,1.519497835,96.58535767,0.016076389,1.08E-05,0.016075688
1,4,1,3,4.748590088,81.57747976,974.2928906,7.87E-05,-1.242553234,-0.451179802,1.32193107,70.04368591,0.016076389,1.08E-05,0.016075688
1,4,2,3,3.729425049,80.10922335,974.2321094,7.87E-05,-1.459885597,-0.393143415,1.511895401,74.92795563,0.016076389,1.08E-05,0.016075688
1,4,3,3,3.480157471,81.29282367,974.2234375,7.87E-05,-1.077487826,-0.714597285,1.292915038,56.44740295,0.016076389,1.08E-05,0.016075688
1,4,4,3,3.454614258,82.54728661,974.0242188,7.87E-05,-1.020530224,-0.59401685,1.180820882,59.79774475,0.016076389,1.08E-05,0.016075688
1,4,5,3,3.362756348,83.606554,974.0932031,7.87E-05,-1.192073226,-0.46808356,1.280679818,68.56187439,0.016076389,1.08E-05,0.016075688
1,4,6,3,3.001641846,85.49360528,974.6396094,7.87E-05,-1.284768939,-0.658814847,1.443838021,62.85176849,0.016076389,1.08E-05,0.016075688
1,4,7,3,3.629998779,84.92719216,974.8215625,7.87E-05,-1.433305502,-0.751222193,1.618239613,62.34013367,7.924409722,2.620934326,7.754048991
1,4,8,3,5.8996521,77.82580352,975.5839844,7.87E-05,-1.27739799,-1.229318142,1.772841989,46.09881592,133.0845486,309.262801,77.89180946
1,4,9,3,9.4777771,60.27523599,976.0782031,7.87E-05,-1.031475067,-0.614864886,1.200832895,59.20072937,311.3694444,599.4666662,109.5505367
1,4,10,3,11.46157227,49.9303864,976.1476563,7.87E-05,-0.71876657,-0.144939303,0.733234467,78.59919739,460.8170833,761.4237675,112.5374064
1,4,11,3,12.71550903,46.27709152,975.4020313,7.87E-05,-0.271370053,0.355413198,0.447169149,142.6370392,557.5865972,845.659032,107.3050003
1,4,12,3,14.73589478,40.05498338,973.8595313,7.87E-05,-0.020086408,0.231733739,0.232602643,175.046051,593.6704167,877.6259594,105.0796638
1,4,13,3,16.03264771,36.83775331,973.0966406,7.87E-05,0.03039366,0.024380445,0.038963838,231.2649536,564.4691667,878.9763567,99.9110425
1,4,14,3,16.95379028,33.15313158,972.1432031,7.87E-05,-0.278517663,-0.274816811,0.39127531,45.38320923,472.2328819,851.5417341,89.21521337
1,4,15,3,17.34734497,29.85209347,971.9961719,7.87E-05,0.261574596,0.277937442,0.381668038,223.2628174,327.1034028,753.6650369,81.485335
1,4,16,3,16.76043091,43.85093984,971.9344531,7.87E-05,0.789381862,0.479092658,0.923392386,238.7455444,150.2247569,570.2265651,55.97771437
1,4,17,3,14.05162964,43.24565409,971.9344531,7.87E-05,1.505484343,-0.258758187,1.527559788,279.752533,13.38416667,7.476614121,12.89818675
1,4,18,3,13.43294678,43.44019633,972.1745313,7.87E-05,1.634141445,-1.080564499,1.95909109,303.4743652,0.016076389,1.08E-05,0.016075688
1,4,19,3,11.19091187,52.11624298,971.9598438,7.87E-05,0.618508995,-0.768689454,0.986629035,321.178894,0.016076389,1.08E-05,0.016075688
1,4,20,3,10.29119263,56.00403035,972.0801563,7.87E-05,0.317862123,-1.004779339,1.053858553,342.4451904,0.016076389,1.08E-05,0.016075688
1,4,21,3,8.764520264,65.1385802,972.6628125,7.87E-05,-0.285665274,-1.909132481,1.930386354,8.51008606,0.016076389,1.08E-05,0.016075688
1,4,22,3,8.011865234,69.06157958,972.8257031,7.87E-05,-0.759642005,-1.67642355,1.840503163,24.37683105,0.016076389,1.08E-05,0.016075688
1,4,23,3,7.264764404,72.21015868,972.5770313,7.87E-05,-1.006011605,-1.095777988,1.487544537,42.55441284,0.016076389,1.08E-05,0.016075688
1,5,0,4,6.339501953,75.242366,972.2257813,7.87E-05,-0.825534105,-0.674309909,1.06592702,50.75749207,0.016076389,1.08E-05,0.016075688
1,5,1,4,5.686273193,78.80883223,972.0115625,7.87E-05,-0.789349318,-0.649517715,1.02222581,50.5506897,0.016076389,1.08E-05,0.016075688
1,5,2,4,3.876489258,82.6113388,972.2942969,7.87E-05,-1.007128477,-0.593453467,1.168971679,59.4911499,0.016076389,1.08E-05,0.016075688
1,5,3,4,3.728051758,85.16048201,972.0115625,7.87E-05,-1.200561047,-0.679381073,1.379458397,60.49507904,0.016076389,1.08E-05,0.016075688
1,5,4,4,3.776391602,86.47132554,971.8827344,7.87E-05,-1.262209177,-0.885889113,1.54206729,54.93667603,0.016076389,1.08E-05,0.016075688
1,5,5,4,3.415246582,87.30955779,971.8486719,7.87E-05,-1.064532757,-1.592186451,1.915277443,33.76660156,0.016076389,1.08E-05,0.016075688
1,5,6,4,3.344812012,89.32746935,972.5857031,7.87E-05,-1.109205484,-1.292143822,1.702930551,40.64353943,0.016076389,1.08E-05,0.016075688
1,5,7,4,2.375360107,90.48759033,972.0370313,7.87E-05,-1.372774124,-0.772070229,1.574992455,60.64589691,7.758993056,2.512739126,7.595665012
1,5,8,4,5.96730957,78.99616559,972.3542188,7.87E-05,-1.32050705,-1.318626404,1.866149635,45.04083252,131.6451389,291.5531445,79.26628268
1,5,9,4,9.786431885,59.22985404,973.4596875,7.87E-05,-0.610882163,-1.105920315,1.263422637,28.91514587,308.9208333,579.6030348,113.0322085
1,5,10,4,11.74813232,50.54243036,972.8770313,7.87E-05,-0.354684472,0.551215529,0.655469019,147.240387,457.8225,741.7457821,117.5084498
1,5,11,4,13.08492432,46.49012675,972.0283594,7.87E-05,0.70651412,0.820549428,1.082803568,220.7292938,555.2869097,830.2341519,112.0136437
1,5,12,4,14.92373047,40.36944039,970.7432031,7.87E-05,0.957127631,0.569809735,1.113901448,239.2332611,592.3799306,873.4133181,104.8512477
1,5,13,4,16.57677612,35.16270343,969.9717188,7.87E-05,1.007161021,0.934368372,1.373833169,227.1471558,563.1786806,874.5703019,99.68262646
1,5,14,4,17.29351196,32.90614738,969.3717969,7.87E-05,1.004033923,0.793221593,1.279564228,231.690033,471.6869097,841.9292754,91.82258818
1,5,15,4,17.78719482,30.92234933,969.4057813,7.87E-05,1.177140355,0.695461273,1.367232898,239.4251556,327.5335417,748.2250514,82.71697382
1,5,16,4,17.60769043,39.76042662,969.2225,7.87E-05,0.985494733,0.537974238,1.122771637,241.3702087,151.4821528,572.2829418,56.22033017
1,5,17,4,16.93581543,33.4428168,969.1802344,7.87E-05,-0.212402165,0.413731307,0.465068031,152.8248596,14.06246528,8.253907587,13.52596128
1,5,18,4,15.01210938,42.49845981,969.2732813,7.87E-05,-0.877131104,0.146369547,0.889259815,99.47383118,0.016076389,1.08E-05,0.016075688
1,5,19,4,10.80214844,60.37432123,969.611875,7.87E-05,-1.514609575,-0.195932388,1.527230063,82.62906647,0.016076389,1.08E-05,0.016075688
1,5,20,4,9.604852295,68.14284898,969.84875,7.87E-05,-1.548114061,-0.507525742,1.629183699,71.84906006,0.016076389,1.08E-05,0.016075688
1,5,21,4,9.289971924,68.98970576,970.0602344,7.87E-05,-1.238532782,-0.395960689,1.300287783,72.27085114,0.016076389,1.08E-05,0.016075688
1,5,22,4,8.670617676,71.26511307,970.1024219,7.87E-05,-1.001097679,-0.522175729,1.12909878,62.45332336,0.016076389,1.08E-05,0.016075688
1,5,23,4,7.913812256,73.57422566,970.2635156,7.87E-05,-1.365179777,-0.930684268,1.652237583,55.71656799,0.016076389,1.08E-05,0.016075688
1,6,0,5,7.602410889,74.54811351,969.7303125,7.87E-05,-1.400470972,-0.917442977,1.674222375,56.77135468,0.016076389,1.08E-05,0.016075688
1,6,1,5,6.057092285,82.40710599,969.6880469,7.87E-05,-1.266453147,-0.768407762,1.48133523,58.75313568,0.016076389,1.08E-05,0.016075688
1,6,2,5,5.254022217,82.69937736,969.8741406,7.87E-05,-1.233842134,-0.881381452,1.516311207,54.46030426,0.016076389,1.08E-05,0.016075688
1,6,3,5,4.607049561,86.52852294,969.611875,7.87E-05,-1.216643095,-0.632332146,1.371154391,62.53752899,0.016076389,1.08E-05,0.016075688
1,6,4,5,4.453057861,88.55212753,969.4507031,7.87E-05,-1.101611137,-0.251996696,1.130066119,77.11511993,0.016076389,1.08E-05,0.016075688
1,6,5,5,4.477227783,88.81343115,969.3917188,7.87E-05,-1.266453147,-0.501046002,1.361965737,68.41479492,0.016076389,1.08E-05,0.016075688
1,6,6,5,4.459283447,87.86694596,969.7978906,7.87E-05,-1.317156553,-1.405962706,1.926559762,43.13214111,0.016076389,1.08E-05,0.016075688
1,6,7,5,3.921380615,88.12482475,970.2294531,7.87E-05,-1.387069225,-1.478649139,2.027403343,43.1696167,7.626631944,2.427843764,7.4688221
1,6,8,5,7.229547119,79.11507225,970.161875,7.87E-05,-1.563526154,-1.292143822,2.028361331,50.42868042,130.0237847,272.775057,80.67284969
1,6,9,5,10.78075562,62.57489143,970.4663281,7.87E-05,-1.089996219,-0.517104566,1.206436442,64.61989594,306.0420833,557.5193649,116.8412944
1,6,10,5,12.22942505,54.42641277,970.3397656,7.87E-05,-0.642599702,0.202997267,0.673900785,107.5313263,453.9014236,717.984381,123.4219221
1,6,11,5,14.46660767,48.10172988,969.4339844,7.87E-05,-0.170633197,0.79688412,0.814947844,167.9140167,551.9614236,810.5646917,117.9373001
1,6,12,5,16.20803223,43.6077922,968.2413281,7.87E-05,-0.058504879,1.065091133,1.066696744,176.8559265,588.3761806,854.3718164,110.1395942
1,6,13,5,17.51168213,40.15516025,967.3355469,7.87E-05,0.067471981,0.86224544,0.864881303,184.4743652,559.1914236,856.4232899,103.9918758
1,6,14,5,17.92806396,36.89312139,966.6416406,7.87E-05,0.056527138,-0.245235145,0.251665639,347.0198975,464.9367014,802.6896157,101.5883336
1,6,15,5,18.3444458,35.37298685,966.2522656,7.87E-05,-0.200563908,-0.321583986,0.379001506,31.95075989,318.8145139,686.4151703,93.27257941
1,6,16,5,18.43901978,33.32462774,966.008125,7.87E-05,-0.136458635,0.137072444,0.193416168,135.1285706,141.3568403,456.2717808,64.83271724
1,6,17,5,17.31697998,37.51433414,965.9659375,7.87E-05,0.564455092,0.36865449,0.674177783,236.8508148,12.24256944,6.256051451,11.8359261
1,6,18,5,15.43676147,44.84355944,966.1097656,7.87E-05,0.249959707,-0.352574289,0.432190334,324.6650391,0.016076389,1.08E-05,0.016075688
1,6,19,5,11.79784546,61.3726941,966.1433594,7.87E-05,-0.115909219,-0.806159556,0.814449616,8.181884766,0.016076389,1.08E-05,0.016075688
1,6,20,5,10.68615112,65.94059855,966.5408594,7.87E-05,-0.475747347,-1.492453814,1.566446272,17.6806488,0.016076389,1.08E-05,0.016075688
1,6,21,5,10.50042114,66.54011602,966.6085156,7.87E-05,-0.447156906,-1.473577976,1.539929008,16.88040161,0.016076389,1.08E-05,0.016075688
1,6,22,5,9.635217285,71.95193502,966.7101563,7.87E-05,-0.7145226,-1.045066595,1.265980543,34.36080933,0.016076389,1.08E-05,0.016075688
1,6,23,5,8.814904785,76.47469081,966.6171094,7.87E-05,-0.798953891,-0.563308299,0.977570232,54.81397247,0.016076389,1.08E-05,0.016075688
1,7,0,6,8.205194092,80.13431419,966.4310938,7.87E-05,-0.842509747,-0.427514434,0.944770482,63.09541321,0.016076389,1.08E-05,0.016075688
1,7,1,6,7.090753174,86.8676484,966.0675781,7.87E-05,-1.061852455,-0.382437646,1.128622696,70.19297028,0.016076389,1.08E-05,0.016075688
1,7,2,6,5.850610352,86.42419657,966.1860156,7.87E-05,-1.327431202,-0.281578302,1.356967183,78.02378845,0.016076389,1.08E-05,0.016075688
1,7,3,6,5.109033203,89.05215703,965.8475,7.87E-05,-1.131095052,-0.371450186,1.190525622,71.81989288,0.016076389,1.08E-05,0.016075688
1,7,4,6,4.963342285,90.47582728,966.2196094,7.87E-05,-1.190732956,-0.832078755,1.452652755,55.05432892,0.016076389,1.08E-05,0.016075688
1,7,5,6,4.725793457,90.97102939,966.2028125,7.87E-05,-1.195200324,-0.793199956,1.434458081,56.42958832,0.016076389,1.08E-05,0.016075688
1,7,6,6,4.110559082,92.48342493,966.7101563,7.87E-05,-1.26891017,-0.782212555,1.490633926,58.34848785,0.016076389,1.08E-05,0.016075688
1,7,7,6,4.413690186,89.83665963,966.82,7.87E-05,-1.555708408,-0.797144234,1.748046791,62.86941528,7.626631944,2.427970003,7.468813894
1,7,8,6,7.451867676,82.36154213,966.89625,7.87E-05,-2.059169054,-0.83517772,2.222093386,67.9230423,130.4208681,268.7113853,81.44379502
1,7,9,6,12.19350586,65.46056096,967.3192188,7.87E-05,-1.547667503,-0.231712103,1.564916994,81.48509216,307.2994792,557.1861098,117.3892982
1,7,10,6,14.17592773,55.38375022,967.4966406,7.87E-05,-0.955308199,0.238776982,0.98469701,104.0334244,456.2176736,721.3740617,123.0407405
1,7,11,6,16.17833862,49.66366224,966.6847656,7.87E-05,-0.989036083,0.641369164,1.178790388,122.9625626,553.3511806,809.4493197,118.5977779
1,7,12,6,17.99019775,44.35690394,965.5429688,7.87E-05,-1.30174458,0.9490183,1.610954588,126.0933838,589.6997222,852.8135777,110.9206003
1,7,13,6,19.59493408,38.38702609,964.6299219,7.87E-05,-1.583182096,1.227649212,2.003394154,127.7911224,561.7723958,860.0277321,103.2504554
1,7,14,6,20.60164795,34.53981834,963.8602344,7.87E-05,-1.282088518,0.303856611,1.317603813,103.333168,472.2825,829.7280686,95.39203969
1,7,15,6,20.94344482,32.97131513,963.2766406,7.87E-05,-0.959775448,0.495714724,1.080232381,117.315918,330.4784722,748.9191397,83.30020266
1,7,16,6,20.1632019,41.35991398,963.4336719,7.87E-05,-0.573580503,0.523606002,0.776632371,132.3921051,156.0815625,596.6839898,55.21220749
1,7,17,6,20.04720459,35.21965174,963.3401563,7.87E-05,-0.494509935,-0.084930778,0.50175025,80.25468445,15.99819444,10.68365075,15.30375715
1,7,18,6,18.52947388,39.51867416,963.7563281,7.87E-05,-0.408515096,-0.453151882,0.610107541,42.03456116,0.016076389,1.08E-05,0.016075688
1,7,19,6,14.99138794,51.40836178,963.5697656,7.87E-05,-0.555711389,-0.621344745,0.833597289,41.80845642,0.016076389,1.08E-05,0.016075688
1,7,20,6,13.75194702,56.72663665,964.1216406,7.87E-05,-0.51684618,-0.826162398,0.97451233,32.03004456,0.016076389,1.08E-05,0.016075688
1,7,21,6,13.33144531,57.82457823,964.1384375,7.87E-05,-0.794933438,-0.79629904,1.12517169,44.95082092,0.016076389,1.08E-05,0.016075688
1,7,22,6,12.79561768,60.17111392,964.4016406,7.87E-05,-1.322070599,-0.416245282,1.386048629,72.52374268,0.016076389,1.08E-05,0.016075688
1,7,23,6,11.17296753,66.95710067,964.4696875,7.87E-05,-1.687716246,-0.242981315,1.705117604,81.80739594,0.016076389,1.08E-05,0.016075688
1,8,0,7,10.72826538,67.86537283,964.3848438,7.87E-05,-2.039959908,0.016210258,2.040024313,90.45528412,0.016076389,1.08E-05,0.016075688
1,8,1,7,8.805932617,74.46464318,964.3339844,7.87E-05,-2.311346292,0.279064357,2.328131998,96.88438416,0.016076389,1.08E-05,0.016075688
1,8,2,7,8.866693115,71.34811101,963.9260156,7.87E-05,-2.655325651,0.437960088,2.691201099,99.36584473,0.016076389,1.08E-05,0.016075688
1,8,3,7,8.329492188,74.52151096,964.3,7.87E-05,-2.543197155,0.570654929,2.606434119,102.6468353,0.016076389,1.08E-05,0.016075688
1,8,4,7,8.538018799,74.78098471,964.2827344,7.87E-05,-2.26578021,0.12974748,2.269492095,93.27740479,0.016076389,1.08E-05,0.016075688
1,8,5,7,8.805932617,74.07468293,965.183125,7.87E-05,-2.251484871,0.189474225,2.259443428,94.81040192,0.016076389,1.08E-05,0.016075688
1,8,6,7,9.139459229,72.94708347,965.6582031,7.87E-05,-2.447374344,0.504166663,2.498764735,101.640274,0.016076389,1.08E-05,0.016075688
1,8,7,7,10.07644043,71.33538491,966.6602344,7.87E-05,-1.754948378,0.337382495,1.787084429,100.8821487,4.764409722,0.947594687,4.702816068
1,8,8,7,11.35732422,67.65903835,967.2039063,7.87E-05,-1.689279795,0.974092245,1.950005622,119.9691162,78.18944444,31.95690335,72.31933721
1,8,9,7,12.82875977,62.39098656,968.2989844,7.87E-05,-1.214409471,0.985079765,1.563704738,129.0475616,277.4364236,404.3621508,138.9836038
1,8,10,7,14.42931519,55.55486349,968.6297656,7.87E-05,-0.632101655,1.067344904,1.240474766,149.3651886,427.9594444,596.7051749,151.368703
1,8,11,7,15.92287598,49.77792079,968.451875,7.87E-05,-0.018076122,1.165668726,1.165808872,179.1115875,533.1667361,724.9209,142.5582982
1,8,12,7,17.42537842,45.02728398,967.9595313,7.87E-05,0.603990376,0.824775338,1.022281142,216.2156525,547.2793056,689.5411626,158.9547211
