date,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards_hourly,temperature_2m,total_evaporation_hourly,total_precipitation_hourly,u_component_of_wind_10m,v_component_of_wind_10m,volumetric_soil_water_layer_1
2022-05-24T00:00:00,289.0076904,101139.5898,1350756,294.336319,-7.96E-05,8.55E-07,-3.010009766,3.065964699,0.21975708
2022-05-24T01:00:00,289.0187225,101139.6172,2046168.25,295.8234863,-0.000123876,0,-2.877029419,2.62928772,0.219680786
2022-05-24T02:00:00,288.8298645,101123.6523,2642205.25,297.3533478,-0.000174681,0,-3.104736328,2.209152222,0.219573975
2022-05-24T03:00:00,288.5826721,101080.332,3100531.5,298.6828918,-0.000223672,0,-3.33454895,1.853973389,0.219421387
2022-05-24T04:00:00,288.3046265,101025.0625,3376771,299.8378906,-0.000261687,0,-3.520324707,1.508026123,0.21925354
2022-05-24T05:00:00,288.0248413,100966.7383,3398522,300.7214203,-0.000279176,0,-3.629302979,1.325698853,0.219070435
2022-05-24T06:00:00,287.7604523,100888.9023,3101878,301.3062286,-0.000271926,0,-3.689147949,1.44833374,0.218887329
2022-05-24T07:00:00,288.0015564,100888.4844,2641862,301.0835876,-0.000235775,0,-3.888473511,1.788650513,0.218734741
2022-05-24T08:00:00,287.8600922,100832.5742,2137964,300.8802338,-0.000199384,0,-3.907546997,1.768692017,0.218612671
2022-05-24T09:00:00,288.0665436,100833.4922,1489528,300.4093628,-0.000150512,0,-4.121490479,2.219665527,0.218521118
2022-05-24T10:00:00,288.3538818,100813.2852,772518,299.5843811,-9.50E-05,0,-4.088699341,2.701217651,0.218460083
2022-05-24T11:00:00,288.8482513,100865.3672,192954,298.5019073,-4.55E-05,0,-3.629486084,2.795578003,0.218429565
2022-05-24T12:00:00,289.3048248,100916.5938,200,297.537796,-2.41E-05,0,-3.231582642,3.382827759,0.218414307
2022-05-24T13:00:00,289.7145386,100943.4688,-2,296.7935181,-2.26E-05,0,-2.823196411,3.965179443,0.218383789
2022-05-24T14:00:00,290.1241455,100939.168,0,296.0365753,-2.09E-05,0,-2.502746582,4.360488892,0.21836853
2022-05-24T15:00:00,290.4667206,100919.5547,0,295.2650452,-1.92E-05,0,-2.065322876,4.557479858,0.21836853
2022-05-24T16:00:00,290.6985168,100892.207,0,294.5378113,-1.75E-05,0,-1.582382202,4.414382935,0.218353271
2022-05-24T17:00:00,290.8629761,100884.8359,0,293.8921967,-1.53E-05,0,-1.13117981,3.903015137,0.218353271
2022-05-24T18:00:00,290.9930878,100872.0508,0,293.331665,-1.26E-05,0,-0.793533325,3.375793457,0.218353271
2022-05-24T19:00:00,291.0289001,100856.5859,0,292.8048248,-1.05E-05,0,-0.810974121,3.425033569,0.218353271
2022-05-24T20:00:00,291.1194305,100864.2383,0,292.4846802,-9.88E-06,0,-0.663116455,2.955123901,0.218353271
2022-05-24T21:00:00,291.2099457,100869.6875,0,292.1657257,-8.08E-06,0,-0.741424561,2.721740723,0.218353271
2022-05-24T22:00:00,291.2994843,100879.082,129252,292.3658752,-8.94E-06,0,-0.819396973,2.804122925,0.218353271
2022-05-24T23:00:00,291.232254,100904.5,600636,293.6091614,-2.81E-05,0,-0.647872925,2.906677246,0.218338013
2022-05-25T00:00:00,290.989502,100902.1797,1177920,295.1860962,-6.33E-05,0,-0.7684021,2.695602417,0.218307495
2022-05-25T01:00:00,290.7769165,100870.7969,1866730,297.0288696,-0.000113973,0,-0.847045898,2.629241943,0.21824646
2022-05-25T02:00:00,290.5660553,100835.2578,2505663,298.8494415,-0.000172696,0,-0.768920898,2.566070557,0.218139648
2022-05-25T03:00:00,290.3617249,100800.3203,2872473,300.3813019,-0.000221455,0,-0.78187561,2.433792114,0.217987061
2022-05-25T04:00:00,290.1885223,100704.6484,3068604,301.4590454,-0.000255366,2.95E-05,-0.892227173,1.974304199,0.218063354
2022-05-25T05:00:00,289.9513855,100641.5586,3026734,302.242691,-0.000273784,3.66E-05,-0.745620728,1.356399536,0.218170166
2022-05-25T06:00:00,289.7546997,100547.3008,2815366,302.8721924,-0.00026917,9.54E-06,-0.522140503,1.040740967,0.218078613
2022-05-25T07:00:00,289.5885315,100574.375,2176332,303.2340393,-0.000225008,5.34E-06,-0.697250366,0.354217529,0.217971802
2022-05-25T08:00:00,289.7510681,100568.1289,1794834,302.8340302,-0.000188235,0.000126943,-1.410644531,-1.495147705,0.218826294
2022-05-25T09:00:00,291.6040039,100650.7266,994504,300.4329987,-0.000101229,0.000359939,-2.602890015,-4.183029175,0.221603394
2022-05-25T10:00:00,292.6138153,100692.0586,437572,298.9216766,-9.31E-05,5.39E-05,-2.909881592,-4.704689026,0.222015381
2022-05-25T11:00:00,292.9736176,100760.9492,113708,297.7082977,-6.90E-05,1.04E-05,-3.627471924,-4.866256714,0.222106934
2022-05-25T12:00:00,292.6412659,100831.4102,200,296.6987152,-5.75E-05,6.85E-06,-4.70916748,-4.934529305,0.22215271
2022-05-25T13:00:00,291.1942749,100915.6602,0,295.5979004,-5.96E-05,9.54E-07,-5.466308594,-5.326686859,0.22215271
2022-05-25T14:00:00,288.7848816,100950.7969,0,294.2919159,-5.93E-05,4.22E-07,-5.184082031,-4.603564262,0.222137451
2022-05-25T15:00:00,287.3508606,100940.9727,0,293.4651489,-4.66E-05,-3.46E-09,-4.932220459,-3.99764061,0.222106934
2022-05-25T16:00:00,286.6180573,100935.7148,0,293.0516663,-4.18E-05,0,-4.685272217,-3.338510513,0.222076416
2022-05-25T17:00:00,286.148056,100882.6523,0,292.7598877,-3.82E-05,4.29E-07,-4.510665894,-2.673242569,0.222045898
2022-05-25T18:00:00,285.8838043,100848.4648,0,292.5301361,-3.50E-05,-5.96E-09,-4.248657227,-2.336083412,0.222015381
2022-05-25T19:00:00,284.6670227,100866.5938,0,292.0045471,-3.59E-05,0,-4.57460022,-1.641261101,0.222000122
2022-05-25T20:00:00,284.3429108,100865.6172,0,291.8532257,-3.62E-05,0,-4.197280884,-1.2722826,0.221969604
2022-05-25T21:00:00,284.1221161,100852.8789,0,291.8028412,-3.34E-05,0,-3.794372559,-0.957119942,0.221939087
2022-05-25T22:00:00,284.0574341,100865.3203,73916,291.7992554,-3.54E-05,0,-3.373947144,-0.812149048,0.221908569
2022-05-25T23:00:00,283.7819977,100856.3008,305872,292.2613525,-4.86E-05,0,-3.259063721,-0.448823929,0.221862793
2022-05-26T00:00:00,283.1783447,100858.5156,713456,293.0484924,-7.34E-05,0,-2.915008545,0.082853317,0.221801758
2022-05-26T01:00:00,282.5021667,100825.0391,1296760.25,294.2428741,-0.000110116,0,-2.494155884,0.369485855,0.221725464
2022-05-26T02:00:00,281.5550079,100777.7969,1915647.75,295.613739,-0.000156448,0,-2.039413452,0.496213913,0.221588135
2022-05-26T03:00:00,280.5568085,100753.7852,2174151,296.778183,-0.000187931,0,-1.632492065,0.202280998,0.221435547
2022-05-26T04:00:00,279.7266083,100694.9102,1847977,297.4203339,-0.000175127,0,-1.429733276,0.045619011,0.221282959
2022-05-26T05:00:00,278.8842316,100617.2617,1535634,297.7792206,-0.000155858,0,-1.25352478,0.181289673,0.22114563
2022-05-26T06:00:00,278.194809,100523.0859,1598184,298.1997986,-0.00016441,0,-1.203720093,0.465194702,0.220993042
2022-05-26T07:00:00,280.2528534,100419.9141,2533202,299.5608826,-0.000231189,4.26E-07,-1.116989136,1.312805176,0.220794678
2022-05-26T08:00:00,280.3500671,100307.2852,2193936,299.7315369,-0.000207926,0,-1.276031494,1.240493774,0.220611572
2022-05-26T09:00:00,280.2842255,100280.1992,1549792,299.5330658,-0.000157517,0,-1.335388184,0.949996948,0.220474243
2022-05-26T10:00:00,280.5354614,100281.7383,827690,299.0112915,-9.67E-05,0,-1.273849487,1.012115479,0.220397949
2022-05-26T11:00:00,281.5708771,100302.6641,213868,297.5999298,-3.64E-05,0,-1.452835083,1.433273315,0.220336914
2022-05-26T12:00:00,282.358429,100358.5469,450,296.215744,-1.72E-05,0,-1.387863159,1.843063354,0.220306396
2022-05-26T13:00:00,284.0279999,100391.4844,0,295.2412872,-1.75E-05,0,-1.206237793,2.35218811,0.220275879
2022-05-26T14:00:00,286.2344666,100427.7734,0,294.4565125,-1.58E-05,0,-0.778259277,2.781356812,0.22026062
2022-05-26T15:00:00,288.0219421,100449.0625,0,293.7505341,-1.29E-05,0,-0.023422241,3.062255859,0.220245361
2022-05-26T16:00:00,289.1914825,100435.3867,0,293.1371918,-1.06E-05,0,0.648147583,3.063156128,0.220245361
2022-05-26T17:00:00,290.0123444,100427.4961,0,292.6517487,-8.62E-06,1.49E-08,1.184173584,2.81161499,0.220230103
2022-05-26T18:00:00,290.3861847,100391.0391,0,292.3304596,-7.44E-06,0,1.536254883,2.339477539,0.220245361
2022-05-26T19:00:00,289.9234314,100400.5352,0,291.8590393,-7.68E-06,0,1.969039917,1.39163208,0.220245361
2022-05-26T20:00:00,289.8816071,100418.8359,0,291.4217224,-6.39E-06,0,2.004455566,1.421905518,0.220245361
2022-05-26T21:00:00,289.7416077,100415.1914,0,291.027359,-2.58E-06,0,1.960174561,1.392196655,0.220245361
2022-05-26T22:00:00,289.9311676,100442.7891,151316,291.1139679,-9.37E-06,0,1.765960693,1.021469116,0.220245361
2022-05-26T23:00:00,289.9992828,100465.8477,709448,293.1434479,-7.21E-05,0,1.831253052,0.492843628,0.220230103
2022-05-27T00:00:00,289.4225616,100480.918,1423692,295.8430786,-7.51E-05,0,1.877227783,0.246200562,0.220184326
2022-05-27T01:00:00,287.6754913,100459.332,2085855.25,298.0272675,-0.000140296,0,1.763702393,0.13671875,0.220062256
2022-05-27T02:00:00,285.631012,100427.5352,2617136.25,299.6721191,-0.00020222,0,1.287353516,0.421096802,0.219909668
2022-05-27T03:00:00,284.3642578,100408.4727,2988600.5,300.9523621,-0.00025332,0,0.795181274,0.781005859,0.219696045
2022-05-27T04:00:00,283.3452759,100376.2461,3136805,301.9564056,-0.000286075,0,0.328643799,0.998016357,0.219467163
2022-05-27T05:00:00,282.5775909,100326.4141,2948458,302.5997314,-0.000284292,0,-0.097900391,1.32916832,0.219223022
2022-05-27T06:00:00,281.9773407,100268.9805,2415349,302.836792,-0.000243911,0,-0.234680176,1.631744385,0.219039917
2022-05-27T07:00:00,281.1912384,100239.4063,2102336,303.3401642,-0.000227416,0,-0.423965454,1.914382935,0.218856812
2022-05-27T08:00:00,281.5303345,100205.1133,1345350,303.0081635,-0.000163137,0,-0.142501831,2.395706177,0.218734741
2022-05-27T09:00:00,281.9936981,100166.0664,891180,302.5256348,-0.000124063,0,-0.16368103,2.73135376,0.21862793
2022-05-27T10:00:00,283.2623749,100191.9219,361802,301.3648071,-6.84E-05,0,-0.250137329,2.849563599,0.218566895
2022-05-27T11:00:00,284.725296,100217.5781,96152,300.0391541,-3.45E-05,0,0.101577759,3.114685059,0.218505859
2022-05-27T12:00:00,285.899353,100266.3125,382,298.9252319,-2.20E-05,0,0.670028687,3.251419067,0.218475342
2022-05-27T13:00:00,286.5986328,100307.8711,-2,298.075531,-2.20E-05,0,0.999801636,3.363418579,0.218444824
2022-05-27T14:00:00,287.111908,100316.8398,0,297.3739777,-2.19E-05,0,1.042312622,3.150863647,0.218414307
2022-05-27T15:00:00,287.5534363,100307.7461,0,296.7370605,-1.97E-05,0,1.1328125,2.942672729,0.218383789
2022-05-27T16:00:00,287.8906555,100268.3242,0,296.2380066,-1.80E-05,0,1.091110229,2.79850769,0.21836853
2022-05-27T17:00:00,288.1663513,100211.0273,0,295.7397614,-1.65E-05,0,0.983886719,2.710998535,0.218338013
2022-05-27T18:00:00,288.4352417,100163.3828,0,295.311264,-1.51E-05,0,1.08694458,2.529693604,0.218322754
2022-05-27T19:00:00,288.8708801,100140.168,0,295.1573486,-1.35E-05,0,0.685653687,3.105361938,0.218307495
2022-05-27T20:00:00,288.7248688,100152.6133,0,295.0864105,-1.54E-05,0,1.001159668,2.935302734,0.218292236
2022-05-27T21:00:00,288.8247986,100128.8125,0,294.8889771,-1.45E-05,0,1.063110352,2.381332397,0.218276978
2022-05-27T22:00:00,289.1236267,100126.4336,77800,294.9842834,-1.64E-05,0,0.940307617,1.923355103,0.218261719
2022-05-27T23:00:00,289.3735504,100155.4258,257316,295.6860962,-2.45E-05,0,0.69619751,1.973220825,0.21824646
2022-05-28T00:00:00,289.3903198,100178.082,504884,296.6791992,-4.07E-05,0,0.669281006,2.365005493,0.218215942
2022-05-28T01:00:00,289.538559,100178.8086,885082.5,297.8002319,-6.74E-05,0,0.696273804,2.749710083,0.218170166
2022-05-28T02:00:00,289.7054596,100170.0352,1048377,298.5927582,-8.23E-05,0,0.81060791,3.11958313,0.218109131
2022-05-28T03:00:00,289.8228455,100171.0859,1471859.5,299.6259766,-0.000113006,0,1.038452148,3.446273804,0.218032837
2022-05-28T04:00:00,290.0385284,100149.4609,1387611,299.8992004,-0.000110336,0,1.268600464,3.617080688,0.217941284
2022-05-28T05:00:00,290.3435211,100095.9766,1124764,299.9770813,-9.50E-05,0,1.454360962,3.504760742,0.217880249
2022-05-28T06:00:00,290.603714,100035.1602,1273624,300.1976776,-0.000103753,0,1.447967529,3.247711182,0.217803955
2022-05-28T07:00:00,290.1160583,99970.10547,2552684,302.0362854,-0.000191738,0,2.259567261,4.771850586,0.217681885
2022-05-28T08:00:00,290.4169769,99916.33203,1825926,301.6322632,-0.000145224,0,2.0287323,4.786941528,0.217590332
2022-05-28T09:00:00,290.6697998,99908.17969,1351310,301.0118408,-0.000113123,0,1.881332397,5.050384521,0.217514038
2022-05-28T10:00:00,290.789856,99928.9375,750684,300.0487518,-7.21E-05,0,1.507019043,5.11541748,0.217468262
2022-05-28T11:00:00,290.8591614,99996.64453,195132,298.85112,-3.39E-05,0,1.23739624,4.913208008,0.217453003
2022-05-28T12:00:00,290.772049,100043.5,676,297.7215881,-1.88E-05,0,0.937683105,4.597320557,0.217422485
2022-05-28T13:00:00,290.6936951,100085.3164,0,296.9087067,-1.74E-05,0,0.34703064,4.348175049,0.217407227
2022-05-28T14:00:00,290.5850525,100075.2891,-2,296.2332306,-1.61E-05,0,0.030151367,4.037246704,0.217391968
2022-05-28T15:00:00,290.4694061,100070.5742,0,295.7403564,-1.50E-05,0,-0.006912231,3.993667603,0.217376709
2022-05-28T16:00:00,290.4970398,100065.0859,0,295.2605743,-1.43E-05,0,0.02142334,3.767990112,0.21736145
2022-05-28T17:00:00,290.7046051,100001.6289,0,294.6635895,-1.23E-05,0,-0.03012085,3.407501221,0.21736145
2022-05-28T18:00:00,290.9533691,99939.67188,0,294.1361084,-1.03E-05,0,-0.096405029,3.3412323,0.21736145
2022-05-28T19:00:00,291.2249451,99910.16797,0,294.1325684,-9.66E-06,4.35E-07,-0.488464355,3.111312866,0.217346191
2022-05-28T20:00:00,291.3940125,99893.88281,0,293.9407043,-8.55E-06,0,-0.471008301,2.989181519,0.217346191
2022-05-28T21:00:00,291.5453949,99867.94531,0,293.7805176,-7.74E-06,1.79E-07,-0.529266357,3.059524536,0.217346191
2022-05-28T22:00:00,291.6607666,99864.19531,110068,294.0271149,-1.05E-05,0,-0.417984009,3.119293213,0.217346191
2022-05-28T23:00:00,291.7291107,99881.19531,550508,295.0251007,-2.72E-05,0,0.361602783,3.461654663,0.217330933
2022-05-29T00:00:00,291.6110992,99908.42969,1057592,296.4195557,-5.55E-05,5.04E-06,1.687011719,3.005208969,0.217330933
2022-05-29T01:00:00,291.507782,99875.98828,1472531.25,297.8961334,-8.95E-05,1.03E-05,1.989730835,2.326160431,0.217346191
2022-05-29T02:00:00,291.4762115,99813.51563,1994769.25,299.450943,-0.000134964,2.32E-05,1.621154785,1.951523781,0.217391968
2022-05-29T03:00:00,291.4564819,99776.23438,2275822.5,300.7401428,-0.000175143,2.23E-05,1.193832397,1.791270256,0.217376709
2022-05-29T04:00:00,291.5349579,99728.98438,1547768,301.0788116,-0.000131715,2.94E-05,0.777267456,1.631088257,0.217498779
2022-05-29T05:00:00,291.6058502,99685.46484,1871149,301.9196014,-0.000165422,3.24E-05,0.868438721,1.420806885,0.217605591
2022-05-29T06:00:00,291.4792786,99622.38281,1660972,302.6132355,-0.000157394,4.68E-06,1.107330322,1.152954102,0.217529297
2022-05-29T07:00:00,291.1167755,99624.5625,1825116,303.1059418,-0.000167655,2.72E-06,2.805038452,1.720794678,0.217422485
2022-05-29T08:00:00,290.8361664,99580.94141,1680760,303.4987488,-0.000158611,0,2.712890625,1.777999878,0.217315674
2022-05-29T09:00:00,290.73526,99610.52734,1186616,303.4762115,-0.000123022,0,2.267913818,1.616607666,0.217224121
2022-05-29T10:00:00,290.9883118,99650.92188,688052,303.1170654,-7.84E-05,0,1.504882813,1.227157593,0.217163086
2022-05-29T11:00:00,291.5984955,99743.69922,210268,302.0929871,-2.77E-05,0,0.715621948,1.625564575,0.21711731
2022-05-29T12:00:00,292.3723602,99814.75391,876,300.3654175,-6.58E-06,0,0.223007202,2.547561646,0.21711731
2022-05-29T13:00:00,292.3408203,99878.8125,0,299.6294556,-9.27E-06,0,0.245346069,3.055847168,0.217086792
2022-05-29T14:00:00,292.4635468,99915.44922,0,299.1428986,-1.05E-05,0,0.388534546,2.991760254,0.217071533
2022-05-29T15:00:00,292.5900269,99920.28125,0,298.6251221,-9.57E-06,0,0.798049927,2.723388672,0.217056274
2022-05-29T16:00:00,292.676239,99932.6875,0,298.2449036,-8.71E-06,0,1.051757813,2.539337158,0.217041016
2022-05-29T17:00:00,292.7891388,99928.84766,0,297.9799347,-8.31E-06,7.45E-09,1.24395752,2.595153809,0.217025757
2022-05-29T18:00:00,293.1053314,99900.73047,0,297.7117004,-7.84E-06,-7.45E-09,1.52633667,2.507476807,0.217025757
2022-05-29T19:00:00,293.5918427,100093.0547,0,297.0685577,-6.70E-06,9.06E-05,-0.329620361,-3.140426636,0.217727661
2022-05-29T20:00:00,292.8511658,100170.2539,0,296.2780304,-1.93E-05,0.000333354,-2.224380493,-4.913513184,0.220306396
2022-05-29T21:00:00,291.6083527,100214.5195,0,295.6307373,-0.000114304,0.000171632,-3.44102478,-4.812164307,0.22164917
2022-05-29T22:00:00,290.3780975,100318.4805,57978,295.3998566,-0.000142,0.000162828,-3.355407715,-4.736572266,0.222930908
2022-05-29T23:00:00,289.2460632,100461.2266,258158,295.5184479,-0.000146432,0.000231486,-2.939544678,-4.711700439,0.22467041
2022-05-30T00:00:00,287.0164642,100498.3086,828368,296.3900604,-0.000224883,0.000126407,-3.552459717,-4.391052246,0.224822998
2022-05-30T01:00:00,284.9497375,100572.9648,693049.75,297.02211,-0.000158457,0,-4.07774353,-3.977020264,0.224441528
2022-05-30T02:00:00,283.7784424,100580.4961,1076610.25,297.8692627,-0.000120657,0,-4.150100708,-3.400604248,0.224319458
2022-05-30T03:00:00,283.1297455,100607.9766,1346785,298.8117676,-0.000142816,0,-3.872055054,-2.429840088,0.22416687
2022-05-30T04:00:00,282.7362213,100575.9648,2022783,299.9951019,-0.000184299,0,-3.572540283,-1.577682495,0.223983765
2022-05-30T05:00:00,282.3756561,100533.5469,3405921,301.515976,-0.000272082,0,-3.129898071,-0.940200806,0.223693848
2022-05-30T06:00:00,282.2098541,100469.8594,3246579,302.1911163,-0.000279997,0,-2.662261963,-0.351531982,0.223388672
2022-05-30T07:00:00,282.0666504,100457.6094,2840436,302.5698853,-0.000259793,0,-2.346450806,-0.365936279,0.223098755
2022-05-30T08:00:00,281.9760132,100410.3164,2269494,302.5477295,-0.000218451,0,-2.023452759,0.005752563,0.222854614
2022-05-30T09:00:00,282.0307617,100390.7109,1583214,302.2816315,-0.00016407,0,-1.82170105,0.468109131,0.222671509
2022-05-30T10:00:00,282.6598969,100391.7031,856176,301.6526794,-0.000101418,0,-1.521789551,1.011230469,0.222549438
2022-05-30T11:00:00,283.6099091,100481.0664,236064,300.1712189,-4.00E-05,0,-1.54385376,1.70274353,0.222488403
2022-05-30T12:00:00,284.7309265,100535.5273,1214,298.6276093,-1.85E-05,0,-1.560531616,2.003982544,0.222427368
2022-05-30T13:00:00,286.9451904,100594.6211,0,297.3284454,-1.73E-05,0,-1.417984009,2.398406982,0.222381592
2022-05-30T14:00:00,288.0091858,100639.0898,0,296.1515961,-1.69E-05,0,-1.119277954,3.092376709,0.222366333
2022-05-30T15:00:00,288.6294556,100614.8164,0,295.1490173,-1.81E-05,0,-0.609680176,3.571304321,0.222335815
2022-05-30T16:00:00,289.0710449,100614.582,0,294.3847351,-1.83E-05,0,-0.293838501,3.531829834,0.222320557
2022-05-30T17:00:00,289.1208801,100600.1953,0,293.7824249,-1.76E-05,0,-0.187973022,3.439117432,0.222305298
2022-05-30T18:00:00,288.8591614,100594.6328,0,293.3088837,-1.77E-05,0,-0.056228638,3.62411499,0.222290039
2022-05-30T19:00:00,288.1321106,100648.3398,0,292.9935608,-2.06E-05,0,-0.328826904,3.868148804,0.22227478
2022-05-30T20:00:00,287.2572479,100669.3828,0,292.6267548,-2.35E-05,0,-0.186721802,3.942459106,0.222259521
2022-05-30T21:00:00,286.3139343,100650.5547,0,292.3563843,-2.57E-05,4.35E-07,-0.148406982,3.903198242,0.222244263
2022-05-30T22:00:00,285.2758942,100689.9805,160348,292.6972046,-3.55E-05,0,-0.220046997,3.684234619,0.222213745
2022-05-30T23:00:00,283.7155914,100724.0859,661416,294.2512054,-6.57E-05,8.43E-07,-0.386260986,4.003997803,0.222167969
2022-05-31T00:00:00,281.9571381,100728.7734,1287762,296.2205963,-0.000110906,1.09E-08,-0.472595215,4.397186279,0.222061157
2022-05-31T01:00:00,280.7384949,100699.125,1884975,298.2107086,-0.000155794,0,-0.532714844,4.705200195,0.221939087
2022-05-31T02:00:00,280.0338135,100651.8242,2489548,300.0764313,-0.000204021,0,-0.679122925,5.066390991,0.221755981
2022-05-31T03:00:00,279.5223083,100594.2188,2904962,301.5901031,-0.000244449,0,-0.767105103,5.349094391,0.221542358
2022-05-31T04:00:00,279.9193115,100526.7266,3225816,302.6955414,-0.000271676,0,-1.067153931,5.437322617,0.221298218
2022-05-31T05:00:00,280.9872437,100437.375,3183116,303.3334961,-0.00027313,0,-1.264923096,5.189489365,0.221054077
2022-05-31T06:00:00,281.7871704,100342.5195,2765849,303.5633392,-0.000250047,0,-1.363067627,4.737083435,0.220840454
2022-05-31T07:00:00,282.7389069,100365.3633,2232782,303.4524841,-0.000216518,0,-1.402816772,4.534317017,0.22064209
2022-05-31T08:00:00,283.8159027,100269.8789,1559104,303.0541077,-0.000169236,0,-1.604614258,4.10256958,0.220489502
2022-05-31T09:00:00,284.5401764,100215.5508,802586,302.3299866,-0.000110473,0,-1.528274536,3.793197632,0.22038269
2022-05-31T10:00:00,285.2189331,100222.7617,520568,301.5226135,-8.11E-05,0,-1.691986084,3.582992554,0.220291138
2022-05-31T11:00:00,285.5123749,100247.7188,123950,300.475235,-4.21E-05,0,-1.7212677,3.893508911,0.220230103
2022-05-31T12:00:00,286.2421417,100275.0156,494,299.5902405,-2.76E-05,0,-1.572433472,3.832763672,0.220169067
2022-05-31T13:00:00,286.5319366,100293.4258,0,299.0222626,-2.59E-05,0,-1.463775635,3.879699707,0.220123291
2022-05-31T14:00:00,287.0659027,100265.5898,0,298.5239868,-2.41E-05,0,-1.066040039,4.33744812,0.220077515
2022-05-31T15:00:00,287.7433014,100229.5781,0,297.9562531,-2.37E-05,0,-0.571228027,3.744812012,0.220031738
2022-05-31T16:00:00,288.4712067,100220.2539,0,297.3701935,-1.86E-05,0,-0.529129028,2.746749878,0.220001221
2022-05-31T17:00:00,289.173996,100201.4648,0,296.8114624,-1.25E-05,0,-0.440093994,2.676956177,0.219970703
2022-05-31T18:00:00,289.8805389,100171.0313,0,296.4332428,-1.07E-05,0,-0.033599854,2.671020508,0.219940186
2022-05-31T19:00:00,289.8567963,100179.1133,0,295.9906006,-1.02E-05,0,-0.001022339,2.246154785,0.219924927
2022-05-31T20:00:00,290.3803406,100151.9023,0,295.6717529,-7.79E-06,0,0.181045532,1.926818848,0.219909668
2022-05-31T21:00:00,291.0773468,100166.2148,0,295.1442413,-5.57E-06,0,0.121917725,1.488372803,0.219894409
2022-05-31T22:00:00,292.374649,100216.9727,111036,294.9733429,-6.13E-06,0,0.075378418,1.05380249,0.21987915
2022-05-31T23:00:00,292.2070618,100235.3086,510564,296.9501495,-1.36E-05,0,0.243682861,1.097564697,0.219863892
2022-06-01T00:00:00,293.1397858,100238.8086,1086658,298.5949402,-5.57E-05,0,0.667999268,0.984924316,0.219818115
2022-06-01T01:00:00,293.4406891,100240.5859,1682811,300.483963,-0.000101465,0,0.916503906,0.809997559,0.219711304
2022-06-01T02:00:00,292.7920227,100230.9258,2093111.5,302.1749268,-0.000146144,0,0.862060547,0.733631134,0.219573975
2022-06-01T03:00:00,291.9491119,100195.2188,2578299.5,303.6987457,-0.000201326,0,0.489151001,0.685157776,0.21937561
2022-06-01T04:00:00,291.3348389,100156.6328,2921520,304.8929443,-0.000249413,0,-0.045913696,0.796758652,0.219146729
2022-06-01T05:00:00,291.0973358,100093.1094,3089958,305.7706757,-0.000276763,0,-0.486984253,1.151317596,0.218887329
2022-06-01T06:00:00,291.1114349,100030.4922,2762620,306.2261658,-0.000251361,0,-0.708175659,1.517435074,0.218643188
2022-06-01T07:00:00,290.3819427,100051.4961,2729932,307.3563843,-0.000256358,0,-0.207229614,2.461642265,0.218414307
2022-06-01T08:00:00,290.5977478,99945.92188,2132672,307.2115326,-0.000203827,0,-0.330322266,2.495725632,0.21824646
2022-06-01T09:00:00,290.6411896,99952.48438,1389902,306.8920593,-0.000144263,0,-0.510421753,2.659835815,0.21812439
2022-06-01T10:00:00,290.6572723,99953.90625,774672,306.2355652,-9.34E-05,0,-0.783630371,2.793721199,0.218032837
2022-06-01T11:00:00,291.1118622,99995.22656,210118,304.6499023,-3.61E-05,0,-0.761001587,2.953826904,0.217971802
2022-06-01T12:00:00,291.3079376,100050.7383,1576,303.1727905,-1.37E-05,0,-0.401290894,3.341110229,0.217926025
2022-06-01T13:00:00,291.4110565,100095.6367,0,302.0277252,-1.48E-05,0,0.180221558,3.843336105,0.217895508
2022-06-01T14:00:00,291.9410858,100137.082,0,300.9581909,-1.56E-05,0,1.156219482,4.12562561,0.21786499
2022-06-01T15:00:00,292.7725372,100154.9648,0,299.8901672,-1.41E-05,0,2.155517578,3.863220215,0.217849731
2022-06-01T16:00:00,293.3432312,100155.4141,0,298.9166107,-1.21E-05,0,2.693649292,3.404724121,0.217819214
2022-06-01T17:00:00,293.536087,100157.8828,0,298.1457367,-1.09E-05,0,2.83026123,3.098480225,0.217803955
2022-06-01T18:00:00,293.3867798,100162.918,0,297.5270386,-1.07E-05,0,2.659347534,2.695678711,0.217803955
2022-06-01T19:00:00,293.3100433,100176.7188,0,297.1959839,-9.82E-06,0,2.264678955,1.947113037,0.217788696
2022-06-01T20:00:00,293.1735687,100193.293,0,296.6792297,-7.88E-06,0,1.870437622,1.505844116,0.217773438
2022-06-01T21:00:00,293.1809235,100229.6172,0,296.160553,-6.25E-06,0,1.350570679,1.685539246,0.217773438
2022-06-01T22:00:00,293.256897,100277.7344,153416,296.3605042,-9.71E-06,0,1.105514526,1.645780563,0.217758179
2022-06-01T23:00:00,293.0270691,100350.8438,689384,298.0775604,-3.51E-05,0,1.115921021,1.575119019,0.217727661
2022-06-02T00:00:00,292.5604095,100333.4922,1377060,300.0410461,-8.09E-05,0,0.552261353,1.769971848,0.217666626
2022-06-02T01:00:00,291.9254913,100314.3125,2071245,302.0843353,-0.000137521,0,-0.300476074,1.877656937,0.217559814
2022-06-02T02:00:00,291.6072388,100248.6641,2674334,303.7135315,-0.000193984,0,-1.048904419,1.960780144,0.217407227
2022-06-02T03:00:00,291.3900299,100204.7305,3118907,304.9684296,-0.000240555,0,-1.634811401,1.996870995,0.217208862
