date,dewpoint_temperature_2m,surface_pressure,surface_solar_radiation_downwards_hourly,temperature_2m,total_evaporation_hourly,total_precipitation_hourly,u_component_of_wind_10m,v_component_of_wind_10m,volumetric_soil_water_layer_1
2022-07-29T12:00:00,298.0498505,100451.0664,200,299.9736176,-6.78E-05,0.000112519,-3.19708252,0.901975632,0.420059204
2022-07-29T13:00:00,298.1292419,100506.1445,0,299.688385,-5.86E-05,0.001018271,-3.085662842,0.861842155,0.409194946
2022-07-29T14:00:00,298.271225,100488.543,0,299.6901703,-5.04E-05,0.000235051,-2.980407715,0.922370911,0.412078857
2022-07-29T15:00:00,298.2688904,100486.1875,0,299.5875397,-4.21E-05,0.000547037,-2.883575439,1.076298714,0.419158936
2022-07-29T16:00:00,298.0868988,100473.2773,0,299.2707367,-3.60E-05,0.001770452,-2.650161743,1.191707611,0.441299438
2022-07-29T17:00:00,297.9687195,100459.7305,0,299.3013763,-3.78E-05,0.001450926,-2.67098999,1.58540535,0.457077026
2022-07-29T18:00:00,297.8395233,100419.8438,0,299.1304474,-4.31E-05,0.001478922,-2.412918091,1.831253052,0.466964722
2022-07-29T19:00:00,297.7262421,100472.7266,0,298.8008728,-4.94E-05,0.002560222,-2.586227417,1.699279785,0.462646484
2022-07-29T20:00:00,297.6377716,100418.6875,0,298.7233429,-4.97E-05,0.001511025,-2.224822998,1.486709595,0.441772461
2022-07-29T21:00:00,297.6474457,100428.8789,0,298.5431976,-4.47E-05,0.001348138,-1.905654907,1.151855469,0.445983887
2022-07-29T22:00:00,297.504837,100480.4219,20322,298.5550842,-4.16E-05,0.000947356,-1.743408203,0.797457695,0.451690674
2022-07-29T23:00:00,297.5554352,100470.2695,190208,298.9938354,-6.60E-05,0.00071457,-1.678665161,0.339802742,0.453659058
2022-07-30T00:00:00,297.7768097,100490.4609,544272,299.4591675,-0.000118595,0.000856328,-1.772201538,-0.53237915,0.458969116
2022-07-30T01:00:00,297.9324799,100531.3984,937856.5,299.8564911,-0.000207945,0.001299335,-1.797576904,-0.929077148,0.468429565
2022-07-30T02:00:00,298.1278839,100510.7109,1388479.5,300.5753632,-0.000309836,0.000922835,-1.789535522,-1.148941994,0.468978882
2022-07-30T03:00:00,298.2028351,100465.5234,1881294,301.3864288,-0.000424295,0.000384551,-1.83203125,-0.704784393,0.465881348
2022-07-30T04:00:00,298.5419617,100416.7148,2221627,302.3399506,-0.000474296,0.000116795,-2.229125977,-0.73539257,0.461502075
2022-07-30T05:00:00,298.8065033,100293.707,2672429,303.0453644,-0.000542381,0.000154018,-3.192001343,-0.247385025,0.457748413
2022-07-30T06:00:00,297.7054443,100304.7266,1980942,301.6690521,-0.000426193,0.002034768,-3.87210083,0.324852943,0.476028442
2022-07-30T07:00:00,298.0965576,100257.9883,2048394,302.8008881,-0.000442544,0.000583775,-3.298995972,-0.2903862,0.443466187
2022-07-30T08:00:00,298.1271057,100235.0234,1827174,302.5434723,-0.000393855,0.000762895,-2.768447876,-1.517744064,0.424438477
2022-07-30T09:00:00,298.1102142,100180.1133,1108410,302.372757,-0.000278212,9.86E-05,-2.801803589,-1.503295898,0.422927856
2022-07-30T10:00:00,298.2128906,100237.5469,666546,301.7266693,-0.000181806,0.000246513,-3.892929077,-2.126961708,0.423309326
2022-07-30T11:00:00,297.7452698,100270,153758,300.4813843,-0.00010128,0.00097093,-3.553131104,-1.009299278,0.432098389
2022-07-30T12:00:00,297.8444824,100252.7695,494,300.1776276,-8.33E-05,6.13E-05,-3.117935181,-0.826880455,0.430740356
2022-07-30T13:00:00,297.8839264,100296.4961,0,299.9338226,-5.25E-05,2.23E-06,-3.210449219,-1.323882103,0.429550171
2022-07-30T14:00:00,297.8790894,100276.9297,0,299.7089996,-4.31E-05,2.10E-06,-3.300735474,-1.230462074,0.428695679
2022-07-30T15:00:00,297.898941,100266.5625,0,299.5674896,-3.89E-05,1.96E-05,-2.87059021,-1.048782349,0.428131104
2022-07-30T16:00:00,297.9176331,100260.2227,0,299.3764648,-2.83E-05,4.13E-05,-2.28805542,-1.309082031,0.427856445
2022-07-30T17:00:00,297.9103546,100244.2383,0,299.0700531,-1.74E-05,5.85E-05,-1.781402588,-1.668685913,0.427764893
2022-07-30T18:00:00,297.8458557,100220.8359,0,298.806366,-1.49E-05,3.50E-05,-1.555496216,-1.988937378,0.427566528
2022-07-30T19:00:00,297.8591003,100275.5039,0,298.8253021,-1.75E-05,0.000306204,-1.705657959,-1.686004639,0.429794312
2022-07-30T20:00:00,297.6508026,100220.668,0,298.6574402,-1.97E-05,0.000150338,-1.559494019,-2.067016602,0.430664063
2022-07-30T21:00:00,297.5457001,100235.3672,0,298.5280151,-1.86E-05,1.37E-06,-1.314453125,-2.358703613,0.430099487
2022-07-30T22:00:00,297.4920654,100224.4727,44234,298.4421082,-2.49E-05,0,-1.032424927,-2.419372559,0.429580688
2022-07-30T23:00:00,297.6049347,100241.9023,403688,299.0280762,-9.37E-05,0,-0.953079224,-2.484130859,0.429107666
2022-07-31T00:00:00,297.6460876,100274.793,967200,299.9287109,-0.000208791,0,-0.793167114,-2.559280396,0.428497314
2022-07-31T01:00:00,297.3926239,100288.7891,1653731.75,301.0022583,-0.000347604,3.55E-06,-0.697052002,-2.659790039,0.427261353
2022-07-31T02:00:00,296.9541321,100276.8789,2299031.75,302.0784302,-0.000475054,2.30E-05,-0.712020874,-2.815979004,0.425079346
2022-07-31T03:00:00,296.8365479,100242.4258,2746875.5,302.8801575,-0.000594165,4.14E-05,-0.442855835,-2.865859985,0.422561646
2022-07-31T04:00:00,296.8265228,100183.4375,2652039,303.4542847,-0.000605172,1.90E-05,-0.224700928,-2.812652588,0.419967651
2022-07-31T05:00:00,296.7791595,100137.2734,2660709,303.8716125,-0.000620109,1.74E-05,-0.175491333,-2.836639404,0.417373657
2022-07-31T06:00:00,296.830307,100100.1875,2495723,304.1772003,-0.000603314,2.36E-05,-0.389801025,-2.973648071,0.414978027
2022-07-31T07:00:00,296.6584778,100075.9336,2166476,304.359726,-0.00056029,1.84E-05,-0.042541504,-3.585540771,0.412826538
2022-07-31T08:00:00,296.9446564,100095.3516,1835208,303.8943787,-0.000480853,4.38E-05,-0.735595703,-3.648269653,0.411254883
2022-07-31T09:00:00,297.2054596,100076.5781,1220406,303.328125,-0.000347496,4.71E-05,-1.465393066,-3.336486816,0.410354614
2022-07-31T10:00:00,297.4697723,100069.5156,584500,302.6695862,-0.000205748,7.85E-06,-1.549133301,-2.613769531,0.40977478
2022-07-31T11:00:00,297.4734802,100076.5195,159258,302.0011139,-9.24E-05,0,-0.657608032,-1.844589233,0.409591675
2022-07-31T12:00:00,297.5820007,100079.2969,450,301.294281,-2.76E-05,0,-0.464111328,-2.282394409,0.409637451
2022-07-31T13:00:00,297.6775208,100145.9961,0,300.7156219,-2.45E-05,0,-1.145294189,-2.690048218,0.409713745
2022-07-31T14:00:00,297.6549835,100185.4063,0,300.362793,-2.63E-05,8.58E-07,-1.522598267,-2.477767944,0.409790039
2022-07-31T15:00:00,297.6338348,100188.8516,0,300.0260925,-2.39E-05,0,-1.481658936,-2.127929688,0.409835815
2022-07-31T16:00:00,297.6057281,100206.2461,0,299.6732941,-1.98E-05,0,-0.908370972,-1.975540161,0.409912109
2022-07-31T17:00:00,297.5847931,100198.8164,0,299.2491455,-1.53E-05,0,-0.216003418,-1.793655396,0.409988403
2022-07-31T18:00:00,297.5680389,100241.5781,0,298.8137665,-1.13E-05,0,0.07862854,-1.513275146,0.410064697
2022-07-31T19:00:00,297.8382568,100311.5352,0,298.624115,-6.78E-06,4.47E-07,-0.496139526,-0.604614258,0.41015625
2022-07-31T20:00:00,297.6800232,100305.8984,0,298.7330627,-4.21E-06,0,0.045379639,-0.669418335,0.410247803
2022-07-31T21:00:00,297.4278564,100323.8164,0,298.1943054,-3.60E-06,0,0.358337402,-0.80960083,0.410324097
2022-07-31T22:00:00,297.528183,100357.293,47494,298.3956909,-4.86E-06,0,0.23274231,-0.683044434,0.410385132
2022-07-31T23:00:00,298.2680817,100385,439278,299.8329315,-1.09E-05,1.07E-06,0.022369385,-0.391586304,0.410430908
2022-08-01T00:00:00,298.3609467,100413.5664,1051492,300.996521,-0.000154523,8.94E-08,-0.096878052,-0.172927856,0.409866333
2022-08-01T01:00:00,298.1426239,100410.1016,1687392.25,301.9571686,-0.000305425,0,0.036911011,-0.128158569,0.408630371
2022-08-01T02:00:00,298.0021667,100415,2341747.75,302.9199066,-0.000451987,2.15E-05,0.185791016,-0.161270142,0.40687561
2022-08-01T03:00:00,297.6890717,100396.2539,2777229,303.6848907,-0.000573628,6.79E-05,0.370956421,-0.134338379,0.404968262
2022-08-01T04:00:00,297.558609,100353.9883,2891366,304.2785187,-0.000622837,7.35E-05,0.71913147,-0.220046997,0.402923584
2022-08-01T05:00:00,297.6021576,100307.6289,2769863,304.6355286,-0.000612091,9.85E-05,0.962982178,-0.35597229,0.4012146
2022-08-01T06:00:00,297.742569,100280.293,2442592,304.9685516,-0.000555794,1.26E-05,1.061279297,-0.765258789,0.399215698
2022-08-01T07:00:00,297.9308929,100271.7305,2369542,305.2548523,-0.000563497,1.80E-05,1.354156494,-0.681747437,0.397125244
2022-08-01T08:00:00,298.052475,100245.6992,1739940,305.2871552,-0.000446567,1.94E-05,1.212982178,-0.897972107,0.395568848
2022-08-01T09:00:00,298.1334381,100215.875,1293306,305.1766205,-0.000345317,0,0.758056641,-0.919174194,0.394332886
2022-08-01T10:00:00,298.6536407,100210.3594,613012,304.5013885,-0.000181212,0.000144511,-0.280563354,-0.518386841,0.394882202
2022-08-01T11:00:00,299.0779877,100283.4961,155406,303.5844269,-6.18E-05,2.82E-05,-1.197052002,-0.166442871,0.395095825
2022-08-01T12:00:00,299.0671844,100326.5625,224,302.6841583,-2.59E-05,9.55E-06,-1.524398804,0.356170654,0.395294189
2022-08-01T13:00:00,299.0624847,100374.4102,0,302.1796875,-2.30E-05,0,-1.542648315,0.750137329,0.395431519
2022-08-01T14:00:00,299.029007,100387.1523,0,301.865799,-2.13E-05,4.20E-07,-1.4037323,1.12538147,0.395553589
2022-08-01T15:00:00,298.9731293,100393.4336,0,301.6327972,-1.89E-05,4.32E-07,-1.151229858,1.63067627,0.395690918
2022-08-01T16:00:00,298.9854736,100377.2031,0,301.3327026,-1.94E-05,7.99E-05,-0.934661865,1.808029175,0.39642334
2022-08-01T17:00:00,299.1012115,100400.668,0,301.1257324,-1.78E-05,6.94E-06,-0.700134277,2.021362305,0.396606445
2022-08-01T18:00:00,299.1309357,100427.4648,0,301.120575,-1.99E-05,2.53E-07,-0.409484863,2.050518036,0.396697998
2022-08-01T19:00:00,299.3408203,100477.7734,0,300.9867554,-1.41E-05,0,-1.10635376,1.83807373,0.396820068
2022-08-01T20:00:00,299.3492889,100493.6719,0,300.836792,-1.27E-05,0,-1.161239624,1.949737549,0.396942139
2022-08-01T21:00:00,299.3690491,100517.9375,0,300.7413025,-1.27E-05,5.33E-07,-1.120651245,1.832654953,0.39704895
2022-08-01T22:00:00,299.4911957,100547.9883,44498,300.735611,-1.59E-05,2.08E-05,-0.92364502,1.590712547,0.397293091
2022-08-01T23:00:00,299.984314,100584.7969,368584,301.6100311,-5.36E-05,2.50E-06,-0.598434448,1.338071823,0.397262573
2022-08-02T00:00:00,300.121582,100599.0586,967284,302.5919037,-0.000156072,6.85E-07,-0.454162598,1.301580429,0.396850586
2022-08-02T01:00:00,299.8785706,100609.5859,1525860.25,303.413208,-0.000297613,7.99E-06,-0.437088013,1.257108688,0.395904541
2022-08-02T02:00:00,299.7419434,100618.6211,2306755.75,304.337326,-0.00046447,1.35E-05,-0.681991577,1.024026871,0.394104004
2022-08-02T03:00:00,299.8040314,100603.3359,2774380,305.1198883,-0.000585834,1.26E-05,-1.036437988,0.603246689,0.39175415
2022-08-02T04:00:00,299.5699463,100561.1172,3008650,305.7542267,-0.000663124,1.81E-05,-1.559173584,0.388719559,0.389160156
2022-08-02T05:00:00,299.4772644,100506.4258,3007671,306.1591644,-0.000690655,7.58E-06,-2.001831055,0.609987259,0.386428833
2022-08-02T06:00:00,299.5744324,100459.2539,2841317,306.3566437,-0.000673791,1.51E-05,-2.359771729,0.863616943,0.383880615
2022-08-02T07:00:00,298.8660431,100487.2109,2411600,306.5406342,-0.000620971,1.74E-05,-2.208251953,1.071777344,0.381652832
2022-08-02T08:00:00,298.6528625,100452.7969,2028934,306.2637482,-0.000533075,5.78E-05,-2.238082886,1.276565552,0.380142212
2022-08-02T09:00:00,298.9823456,100397.9297,1067016,305.6579895,-0.000332602,3.13E-05,-2.18397522,1.263656616,0.379333496
2022-08-02T10:00:00,299.2329712,100439.4922,637894,305.1601563,-0.000217112,0,-2.540130615,1.694946289,0.378753662
2022-08-02T11:00:00,299.1352997,100441.3906,131872,304.3609314,-9.97E-05,0,-2.909957886,1.164779663,0.378631592
2022-08-02T12:00:00,299.3322144,100497.7969,114,303.626297,-4.53E-05,8.38E-05,-3.65447998,1.044158936,0.379348755
2022-08-02T13:00:00,299.4375,100558.8477,0,303.1212158,-5.23E-05,0.00011377,-4.006835938,1.441055298,0.3802948
2022-08-02T14:00:00,299.6676941,100569.2188,0,302.9938507,-5.83E-05,1.47E-05,-3.73739624,1.85295105,0.380493164
2022-08-02T15:00:00,299.8590393,100580.0234,0,302.8035889,-4.66E-05,0,-3.073242188,2.085357666,0.380599976
2022-08-02T16:00:00,299.9857788,100576.8906,0,302.5145264,-3.40E-05,0,-2.537689209,2.010543823,0.380706787
2022-08-02T17:00:00,300.0632324,100541.0586,0,302.1996307,-2.49E-05,0,-2.173019409,2.035690308,0.380859375
2022-08-02T18:00:00,300.1076355,100522.3555,0,301.9371185,-1.97E-05,0,-1.949020386,2.029571533,0.380996704
2022-08-02T19:00:00,300.4901733,100534.6602,0,302.0944214,-1.35E-05,8.52E-07,-2.350799561,2.280838013,0.381164551
2022-08-02T20:00:00,300.4638519,100532.3203,0,301.9070129,-1.42E-05,-5.96E-09,-2.083312988,2.393859863,0.381332397
2022-08-02T21:00:00,300.4490509,100567.4922,0,301.7062225,-1.23E-05,0,-1.841598511,2.337585449,0.381469727
2022-08-02T22:00:00,300.503479,100602.125,42650,301.6046753,-1.37E-05,0,-1.492736816,2.051605225,0.381622314
2022-08-02T23:00:00,300.7969818,100632.3906,423518,302.2874756,-6.54E-05,0,-1.447250366,1.96383667,0.381546021
2022-08-03T00:00:00,300.911438,100629.6094,1032006,303.1518555,-0.000178447,0,-1.52571106,1.896255493,0.381011963
2022-08-03T01:00:00,301.0346985,100633.7305,1624577.25,303.9695129,-0.000311938,3.30E-06,-1.716384888,1.536376953,0.379943848
2022-08-03T02:00:00,300.9802399,100637.375,2278005.25,304.8469238,-0.000457708,0.000117816,-2.079925537,1.352203369,0.379089355
2022-08-03T03:00:00,300.8807373,100617.0586,2666664.5,305.572998,-0.000578176,0.000108279,-2.491729736,1.1065979,0.377593994
2022-08-03T04:00:00,300.8822174,100598.2617,2462646,305.9062653,-0.000556845,2.00E-05,-2.853057861,0.830810547,0.375671387
2022-08-03T05:00:00,300.9822845,100533.3789,2454553,306.2433014,-0.000568764,1.04E-05,-3.004394531,0.91444397,0.373580933
2022-08-03T06:00:00,300.9281616,100494.6016,2749266,306.6604614,-0.000639629,1.31E-05,-3.185180664,1.020629883,0.371231079
2022-08-03T07:00:00,300.472641,100465.582,2299522,306.6427612,-0.000575219,1.41E-05,-3.378921509,1.355072021,0.369216919
2022-08-03T08:00:00,300.0924988,100419.7266,1899508,306.5091095,-0.000504209,9.21E-05,-3.513275146,1.586090088,0.368118286
2022-08-03T09:00:00,300.2780457,100381.8242,1334738,306.2784576,-0.000380595,5.30E-06,-3.373291016,1.579925537,0.366989136
2022-08-03T10:00:00,300.3547821,100345.1484,677918,305.7927856,-0.000236474,0,-3.043670654,1.439880371,0.36630249
2022-08-03T11:00:00,300.201889,100346.375,156796,305.0784149,-0.000100808,0,-3.085128784,1.625854492,0.366134644
2022-08-03T12:00:00,300.1691132,100384.0625,88,304.6138611,-4.64E-05,5.22E-07,-3.105316162,1.884399414,0.36618042
2022-08-03T13:00:00,300.2509155,100454.75,0,304.2876129,-4.21E-05,0,-3.063049316,1.970626831,0.366226196
2022-08-03T14:00:00,300.3593903,100496.3828,0,304.0119476,-3.84E-05,0,-2.856018066,1.903274536,0.366287231
2022-08-03T15:00:00,300.4430237,100497.3047,0,303.7172546,-3.34E-05,0,-2.610229492,1.666229248,0.366378784
2022-08-03T16:00:00,300.478241,100475.7891,0,303.3605194,-2.73E-05,0,-2.589889526,1.39515686,0.366485596
2022-08-03T17:00:00,300.4437561,100457.8906,0,303.0208893,-2.39E-05,0,-2.5340271,1.455200195,0.366607666
2022-08-03T18:00:00,300.3495636,100446.8203,0,302.7098694,-2.21E-05,0,-2.31489563,1.621017456,0.366729736
2022-08-03T19:00:00,300.0344238,100493.4883,0,302.2703857,-2.11E-05,0,-2.059448242,1.942855835,0.366867065
2022-08-03T20:00:00,299.940506,100525.3125,0,302.0566101,-2.06E-05,6.71E-07,-1.741363525,1.946044922,0.367004395
2022-08-03T21:00:00,299.9411469,100557.7422,0,301.9233704,-1.93E-05,9.85E-06,-1.681732178,1.758514404,0.367202759
2022-08-03T22:00:00,300.0518341,100551.582,38266,301.8178406,-2.16E-05,4.34E-06,-1.800613403,1.561782837,0.367355347
2022-08-03T23:00:00,300.3666382,100592.0352,410954,302.4468994,-7.59E-05,4.26E-07,-1.980453491,1.57220459,0.367263794
2022-08-04T00:00:00,300.4862671,100607.9531,1032030,303.3216858,-0.000192873,0,-2.094497681,1.741958618,0.36668396
2022-08-04T01:00:00,300.6501617,100601.3867,1649908.75,304.1417542,-0.000329616,0,-2.043121338,1.559341431,0.365539551
2022-08-04T02:00:00,300.5989075,100578.3398,2318419.75,305.0890656,-0.000481806,6.77E-06,-1.921417236,1.508666992,0.363815308
2022-08-04T03:00:00,300.2495575,100551.957,2750845.5,305.9298553,-0.000606498,3.16E-05,-1.917022705,1.51991272,0.361785889
2022-08-04T04:00:00,299.8733978,100515.3984,2927190,306.5526581,-0.000679317,7.92E-06,-1.983505249,1.567871094,0.359283447
2022-08-04T05:00:00,299.6365051,100444.8125,2838482,306.9013977,-0.000682467,1.05E-05,-1.91506958,1.681793213,0.356842041
2022-08-04T06:00:00,299.4210205,100405.1172,2788412,307.2476044,-0.000687947,7.03E-06,-1.680267334,1.742828369,0.354400635
2022-08-04T07:00:00,299.1565247,100374.8125,2540370,307.6393585,-0.000656364,2.79E-06,-1.17048645,1.680358887,0.352081299
2022-08-04T08:00:00,299.1958618,100341.7891,2009154,307.6428833,-0.000539387,1.10E-06,-0.718887329,1.821136475,0.350219727
2022-08-04T09:00:00,299.3341827,100301.6172,1365364,307.4312286,-0.000400093,3.43E-07,-0.517471313,1.597122192,0.348907471
2022-08-04T10:00:00,299.8663483,100273.6719,663010,306.7343597,-0.000221751,1.63E-05,-0.591918945,1.605010986,0.348419189
2022-08-04T11:00:00,299.87146,100277.6797,147318,305.7989807,-9.23E-05,0,-0.905273438,1.515274048,0.348312378
2022-08-04T12:00:00,299.9064789,100326,0,304.9883881,-3.72E-05,5.68E-14,-1.173309326,1.533981323,0.348388672
2022-08-04T13:00:00,300.1120148,100360.5352,0,304.4017944,-3.49E-05,0,-1.158447266,1.329650879,0.348495483
2022-08-04T14:00:00,300.2020874,100399.0508,0,303.961731,-2.55E-05,0,-0.931335449,1.609130859,0.348632813
2022-08-04T15:00:00,300.2890015,100415.4336,0,303.7386627,-2.25E-05,0,-1.045654297,1.920455933,0.3487854
2022-08-04T16:00:00,300.5244751,100406.2266,0,303.6375275,-2.43E-05,0,-0.948974609,2.129455566,0.348937988
2022-08-04T17:00:00,300.7286987,100379.6289,0,303.4733276,-2.19E-05,0,-0.62461853,2.246170044,0.349075317
2022-08-04T18:00:00,300.865921,100354.2305,0,303.2585449,-1.87E-05,4.26E-07,-0.07434082,2.424057007,0.349243164
2022-08-04T19:00:00,301.2197571,100346.043,0,303.5368958,-1.64E-05,-1.19E-08,-0.116790771,2.80267334,0.349411011
2022-08-04T20:00:00,300.8232727,100321.5039,0,303.3973236,-2.10E-05,1.79E-08,0.595184326,2.933624268,0.349563599
2022-08-04T21:00:00,300.384613,100348.0273,0,303.1666412,-2.53E-05,0,1.189163208,2.6431427,0.349685669
2022-08-04T22:00:00,300.2341156,100367.6367,43062,302.9223938,-3.40E-05,0,1.563934326,2.128082275,0.349777222
2022-08-04T23:00:00,300.4028931,100411.4961,415696,303.4374542,-9.77E-05,8.51E-07,1.658081055,1.898498535,0.349624634
2022-08-05T00:00:00,300.3991852,100429.3984,1081040,304.5147858,-0.00022178,1.79E-08,1.98651123,1.975158691,0.348983765
2022-08-05T01:00:00,300.3986511,100412.1758,1711618.25,305.5062714,-0.000376148,0,2.18862915,2.055343628,0.347747803
2022-08-05T02:00:00,300.4496002,100396.7148,2366623.25,306.5012817,-0.00053333,0,2.293807983,2.111358643,0.345901489
2022-08-05T03:00:00,300.4650726,100380.4922,2648339.5,307.2621155,-0.000621079,8.18E-06,2.400283813,2.103027344,0.343780518
2022-08-05T04:00:00,300.2801666,100320.9375,3060372,307.8596954,-0.000731304,6.10E-05,2.707122803,2.028396606,0.341659546
2022-08-05T05:00:00,299.8350677,100292.1445,2913214,308.3519745,-0.000736865,3.42E-06,3.075942993,1.522674561,0.339172363
2022-08-05T06:00:00,299.5408783,100245.418,2357999,308.3668365,-0.000651713,5.51E-06,3.126708984,1.118392944,0.337020874
2022-08-05T07:00:00,298.3611603,100232.918,2517902,308.8152924,-0.000711414,0,2.840881348,1.611480713,0.334640503
2022-08-05T08:00:00,298.0094604,100155.3711,2064104,308.6769409,-0.000624951,3.63E-06,2.308197021,1.668701172,0.332611084
2022-08-05T09:00:00,299.3474884,100130.4414,1158656,307.9841766,-0.000385471,0,1.366516113,1.814331055,0.331451416
2022-08-05T10:00:00,300.1700287,100171.5156,652376,307.3024292,-0.000231812,0,0.399642944,1.701913834,0.330825806
2022-08-05T11:00:00,299.8441162,100197.8086,160784,306.3243408,-8.29E-05,0,-0.241973877,2.020233154,0.330718994
2022-08-05T12:00:00,299.7393341,100240.9375,0,305.4946747,-3.69E-05,7.45E-09,-0.24710083,2.292175293,0.330795288
2022-08-05T13:00:00,299.7895966,100295.1367,0,305.0097809,-3.73E-05,7.45E-09,-0.064086914,2.400543213,0.330856323
2022-08-05T14:00:00,300.0064392,100295.3672,0,304.6625366,-3.25E-05,0,0.036605835,2.800445557,0.330947876
2022-08-05T15:00:00,300.0049286,100294.668,0,304.4331207,-3.50E-05,4.26E-07,0.176483154,3.256210327,0.331039429
2022-08-05T16:00:00,299.6314392,100295.4805,0,304.1732025,-4.11E-05,-5.96E-09,0.703353882,3.539016724,0.331100464
2022-08-05T17:00:00,299.0906219,100270.4961,0,303.812088,-4.67E-05,8.94E-09,1.228134155,3.467056274,0.33114624
2022-08-05T18:00:00,298.6730652,100256.043,0,303.4493408,-4.83E-05,-6.07E-09,1.369796753,3.28364563,0.331176758
2022-08-05T19:00:00,298.6021576,100275.707,0,303.1674957,-4.55E-05,3.09E-09,1.385498047,3.15322876,0.331237793
2022-08-05T20:00:00,298.342514,100260.8516,0,302.7630463,-4.35E-05,0,1.358627319,3.036845207,0.331283569
2022-08-05T21:00:00,298.1086578,100279.2188,0,302.3983154,-4.21E-05,0,1.334976196,3.091182709,0.331344604
2022-08-05T22:00:00,298.0713043,100315.4141,40736,302.1662903,-5.39E-05,0,1.479202271,3.089951515,0.331359863
2022-08-05T23:00:00,298.4158478,100340.0234,446642,302.5440979,-0.000134836,0,1.677536011,2.897232056,0.331100464
2022-08-06T00:00:00,298.6651459,100348.3164,980304,303.3197479,-0.000232597,0,2.002746582,2.940862656,0.330490112
2022-08-06T01:00:00,299.2696991,100333.0273,1759448.25,304.4398499,-0.000383491,0,2.348907471,2.676891327,0.329315186
2022-08-06T02:00:00,299.7281342,100347.5664,2300135.75,305.4947205,-0.000506492,0,2.658584595,2.175895691,0.327697754
2022-08-06T03:00:00,299.8680573,100320.0938,2650967,306.2753448,-0.000596775,4.99E-06,2.792633057,1.638931274,0.325790405
2022-08-06T04:00:00,299.854248,100286.75,2711824,306.7449493,-0.00063589,2.07E-05,2.830291748,1.274934769,0.323883057
2022-08-06T05:00:00,299.8274231,100241.5195,2489978,306.8948364,-0.000600837,2.42E-05,2.287124634,1.218748093,0.322158813
2022-08-06T06:00:00,299.8419495,100214.8398,2537315,306.9615479,-0.000606569,3.65E-05,1.447128296,1.828241348,0.320541382
2022-08-06T07:00:00,298.9237671,100133.1953,2304264,307.4146729,-0.000589962,8.58E-06,1.751793861,2.589384079,0.318786621
2022-08-06T08:00:00,298.8952789,100094.6914,1928790,307.3154297,-0.000533868,2.61E-06,1.751968384,2.427734375,0.317199707
2022-08-06T09:00:00,299.0623627,100076.8086,1293130,307.0386047,-0.00039663,2.51E-06,1.456634521,2.107386589,0.316070557
2022-08-06T10:00:00,299.5628815,100072.957,606484,306.4741821,-0.000223821,2.61E-07,0.643875122,1.897506714,0.315505981
2022-08-06T11:00:00,299.4285126,100126.5117,155950,305.7077484,-9.10E-05,0,0.012466431,2.54574585,0.315383911
2022-08-06T12:00:00,299.3002014,100169.3984,0,305.1704559,-4.55E-05,7.45E-09,-0.246780396,3.058517456,0.315383911
2022-08-06T13:00:00,299.4050903,100244.1289,0,304.7945251,-4.63E-05,1.56E-06,-0.196807861,3.421615601,0.315414429
2022-08-06T14:00:00,299.3774414,100257.5938,0,304.5512543,-4.74E-05,8.55E-07,0.053970337,3.605651855,0.315429688
2022-08-06T15:00:00,299.161026,100249.0039,0,304.2993317,-4.84E-05,5.68E-14,0.58430481,3.61932373,0.315444946
2022-08-06T16:00:00,298.9862976,100228.5273,0,303.9734192,-4.72E-05,0,1.043197632,3.340866089,0.315444946
2022-08-06T17:00:00,298.8978882,100203.2773,0,303.6374512,-4.41E-05,0,1.269683838,3.082244873,0.315475464
2022-08-06T18:00:00,298.8757172,100177.4492,0,303.2689819,-3.98E-05,0,1.195724487,3.132154465,0.31552124
2022-08-06T19:00:00,299.0717773,100157.9922,0,302.8842468,-3.58E-05,0,1.019821167,3.585441589,0.315567017
2022-08-06T20:00:00,298.9854889,100162.5586,0,302.6387482,-3.73E-05,0,1.406723022,3.497299194,0.315628052
2022-08-06T21:00:00,298.9315491,100163.4492,0,302.3902588,-3.60E-05,0,1.527191162,3.206316948,0.315673828
2022-08-06T22:00:00,299.0599365,100203.0898,31864,302.2582092,-4.14E-05,0,1.246963501,3.020261765,0.315719604
2022-08-06T23:00:00,299.3755493,100227.9453,315860,302.5908203,-9.27E-05,0,0.904663086,3.085488319,0.315582275
2022-08-07T00:00:00,299.4765015,100218.3438,852586,303.4109344,-0.000190955,0,0.874542236,3.503763199,0.315124512
2022-08-07T01:00:00,299.7447662,100225.6953,1457409.5,304.3795929,-0.000318643,0,1.043060303,3.606481552,0.314239502
2022-08-07T02:00:00,300.0010071,100232.6367,2140310,305.4945068,-0.000464214,0,0.989273071,3.51598835,0.312850952
2022-08-07T03:00:00,299.9668732,100227.4531,2690336.5,306.5281677,-0.000599019,7.41E-06,0.886566162,3.389162064,0.311080933
2022-08-07T04:00:00,299.5744019,100198.1172,2779069,307.1461792,-0.000653666,1.66E-05,0.886444092,3.302886963,0.309188843
2022-08-07T05:00:00,299.2280426,100147.9531,2828647,307.5806274,-0.000686301,1.12E-06,0.874847412,3.641540527,0.307128906
2022-08-07T06:00:00,298.9515991,100094.1719,2515546,307.7633362,-0.000654048,9.46E-07,0.767303467,3.89944458,0.30519104
2022-08-07T07:00:00,298.5725098,100053.5195,2335918,308.03508,-0.000640224,0,1.134109497,4.257095337,0.303329468
