Month,Day,Hour,DOW/星期,KW/电负荷,KWS/可再生,CHWTON/冷负荷,HTmmBTU/热负荷,Combined mmBTU/,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG
1,1,0,7,14250.45,3.54,1978.43,6.99,79.36,14.51,4072,1017890,389,1988,496863,190,586,146347,56,6645,1661099,17196,7.736
1,1,1,7,14040.17,3.97,1954.17,6.91,78.26,14.31,4011,1002870,383,1964,490770,188,578,144530,55,6553,1638171,16982,7.62
1,1,2,7,14061.8,4.58,1898.31,7.11,77.87,14.23,4018,1004415,384,1907,476742,182,595,148822,57,6521,1629979,16537,7.633
1,1,3,7,11872.83,4.88,1882.15,7.21,70.3,12.85,3392,848059,324,1891,472683,181,604,150839,58,5887,1471581,16198,6.443
1,1,4,7,11590,5.05,1811.76,7.65,68.94,12.6,3311,827857,316,1820,455006,174,640,160082,61,5772,1442945,15607,6.291
1,1,5,7,11931,5.28,1741.15,8.05,69.65,12.73,3409,852215,326,1750,437274,167,674,168369,64,5832,1457858,15075,6.475
1,1,6,7,12885.08,4.28,1786.9,9.08,74.49,13.62,3681,920363,352,1796,448763,172,760,190032,73,6237,1559158,15533,6.996
1,1,7,7,13308.33,11.07,1829.24,9.62,76.98,14.07,3802,950595,363,1838,459396,176,806,201338,77,6446,1611329,15912,7.22
1,1,8,7,12019.3,482.63,1722.23,9.59,71.27,13.03,3434,858522,328,1731,432521,165,803,200725,77,5968,1491768,14933,6.262
1,1,9,7,12353.52,3259.48,1824.15,8.5,72.54,13.26,3530,882395,337,1833,458118,175,712,177847,68,6074,1518359,15780,4.94
1,1,10,7,12396.37,6169.94,1961.96,8.42,74.27,13.57,3542,885456,338,1971,492727,188,705,176299,67,6219,1554482,16887,3.381
1,1,11,7,12209.6,7748.59,1910.3,8.52,73.11,13.36,3488,872115,333,1920,479754,183,714,178375,68,6122,1530243,16455,2.423
1,1,12,7,12829,8977.25,2080.68,8.17,76.91,14.06,3665,916358,350,2091,522541,200,684,170954,65,6440,1609853,17878,2.094
1,1,13,7,12532.17,9065.92,2144,8.24,76.73,14.02,3581,895156,342,2154,538444,206,690,172485,66,6425,1606085,18356,1.883
1,1,14,7,12635.25,8224.35,2184.94,8.17,77.51,14.17,3610,902518,345,2195,548727,210,684,171058,65,6490,1622303,18693,2.396
1,1,15,7,12486.85,6323.56,2208.83,8.19,77.31,14.13,3568,891918,341,2219,554726,212,686,171486,66,6473,1618129,18870,3.347
1,1,16,7,11915.55,2733.2,2043.41,8.6,73.78,13.49,3404,851111,325,2053,513182,196,720,180050,69,6178,1544343,17492,4.987
1,1,17,7,12478.05,637.36,1929.34,9.26,74.99,13.71,3565,891290,341,1939,484533,185,776,193853,74,6279,1569676,16633,6.429
1,1,18,7,12388.53,205.27,1888.22,9.42,74.35,13.59,3540,884895,338,1897,474207,181,789,197209,75,6226,1556311,16296,6.617
1,1,19,7,11906.4,2.88,1631.19,9.47,69.67,12.73,3402,850457,325,1639,409656,157,793,198183,76,5834,1458297,14193,6.464
1,1,20,7,12501.17,3.03,1720.59,9.39,72.7,13.29,3572,892941,341,1729,432110,165,786,196576,75,6087,1521627,14966,6.787
1,1,21,7,11783.77,3.23,1594.25,9.25,68.59,12.54,3367,841699,322,1602,400380,153,774,193514,74,5743,1435592,13886,6.397
1,1,22,7,11368.57,3.45,1439.43,9.12,65.19,11.91,3248,812041,310,1446,361498,138,764,190882,73,5458,1364421,12608,6.172
1,1,23,7,11228.7,3.35,1383.5,8.87,63.79,11.66,3208,802050,307,1390,347451,133,743,185723,71,5341,1335224,12147,6.099
1,2,0,1,11167.08,3.31,1382.74,8.81,63.51,11.61,3191,797649,305,1389,347261,133,738,184374,70,5318,1329284,12135,6.06
1,2,1,1,11131.35,3.21,1324.49,8.78,62.66,11.45,3180,795097,304,1331,332632,127,735,183750,70,5246,1311479,11665,6.042
1,2,2,1,11149.93,3.44,1409.32,9.09,64.05,11.71,3186,796424,304,1416,353937,135,761,190206,73,5363,1340566,12346,6.054
1,2,3,1,11230.1,3.56,1325.08,9.63,63.85,11.67,3209,802150,307,1331,332781,127,807,201588,77,5347,1336519,11680,6.097
1,2,4,1,11920.45,3.84,1502.4,10.21,68.91,12.6,3406,851461,325,1510,377314,144,855,213640,82,5770,1442415,13165,6.472
1,2,5,1,11763.3,3.39,1431.64,10.53,67.85,12.4,3361,840236,321,1439,359543,137,882,220394,84,5681,1420173,12583,6.385
1,2,6,1,11691.4,3.5,1419.68,10.76,67.68,12.37,3340,835100,319,1427,356540,136,901,225087,86,5667,1416727,12481,6.347
1,2,7,1,11868.85,10.82,1413.6,10.95,68.41,12.5,3391,847775,324,1420,355011,136,917,229214,88,5729,1432000,12449,6.44
1,2,8,1,12213.92,515.99,1572.37,11.37,71.92,13.15,3490,872424,333,1580,394885,151,952,238013,91,6022,1505322,13753,6.352
1,2,9,1,11989.85,3382.82,1549.3,10.04,69.54,12.71,3426,856418,327,1557,389092,149,840,210056,80,5823,1455566,13546,4.673
1,2,10,1,12195.5,6264.87,1658.57,9.01,70.52,12.89,3484,871107,333,1667,416534,159,754,188523,72,5905,1476164,14440,3.218
1,2,11,1,12527.55,7630.33,1857.68,8.67,73.71,13.47,3579,894825,342,1867,466536,178,726,181537,69,6172,1542899,16065,2.659
1,2,12,1,11840.6,9020.79,1858.55,8.38,71.09,12.99,3383,845757,323,1868,466758,178,702,175462,67,5953,1487977,16006,1.53
1,2,13,1,12564.45,9177.43,2012.87,8.19,75.22,13.75,3590,897461,343,2023,505512,193,686,171492,66,6299,1574465,17310,1.84
1,2,14,1,12861.42,8347.37,2234.27,7.99,78.68,14.38,3675,918674,351,2245,561115,214,669,167165,64,6589,1646953,19110,2.451
1,2,15,1,12611.05,6423.42,2297.66,7.77,78.37,14.32,3603,900790,344,2309,577034,221,650,162563,62,6562,1640387,19593,3.361
1,2,16,1,12553.9,2823.11,2282.54,8,78.23,14.3,3587,896708,343,2294,573238,219,670,167439,64,6550,1637384,19466,5.283
1,2,17,1,12488.9,666.53,2188.49,8.48,77.35,14.14,3568,892065,341,2199,549617,210,710,177407,68,6477,1619089,18708,6.42
1,2,18,1,12532.07,167.69,1973.21,9.05,75.49,13.8,3581,895149,342,1983,495551,189,758,189412,72,6321,1580112,16990,6.714
1,2,19,1,12365.55,2.83,1901.02,8.89,73.89,13.51,3533,883254,338,1910,477422,182,744,186026,71,6187,1546702,16396,6.712
1,2,20,1,12159,3.09,1760.27,8.85,71.46,13.06,3474,868500,332,1769,442075,169,741,185193,71,5984,1495768,15250,6.6
1,2,21,1,11929.52,3.14,1625.03,8.78,68.99,12.61,3408,852109,326,1633,408111,156,735,183783,70,5777,1444003,14146,6.476
1,2,22,1,11770.98,3.17,1595.23,8.5,67.81,12.39,3363,840784,321,1603,400627,153,712,177897,68,5678,1419308,13893,6.39
1,2,23,1,11559.45,3.18,1458.13,8.53,65.47,11.97,3303,825675,316,1465,366195,140,714,178522,68,5482,1370392,12776,6.275
1,3,0,2,11457.45,3.15,1445.73,8.51,64.95,11.87,3274,818390,313,1453,363081,139,712,178049,68,5439,1359520,12667,6.219
1,3,1,2,11538.38,3.47,1296.88,8.64,63.57,11.62,3297,824170,315,1303,325698,125,724,180841,69,5323,1330709,11483,6.263
1,3,2,2,12070.13,3.78,1482.9,9,67.98,12.43,3449,862152,329,1490,372415,142,754,188332,72,5692,1422899,13023,6.552
1,3,3,2,12128.02,4.09,1438.47,9.1,67.75,12.38,3465,866288,331,1445,361259,138,762,190489,73,5673,1418036,12673,6.585
1,3,4,2,12075.67,4.11,1478.08,9.61,68.56,12.53,3450,862549,330,1485,371204,142,805,201212,77,5740,1434965,12985,6.556
1,3,5,2,12429.88,4.16,1395.53,10.68,69.84,12.77,3551,887849,339,1402,350473,134,895,223593,85,5848,1461915,12358,6.746
1,3,6,2,13036,3.68,1637.11,11.1,75.22,13.75,3725,931143,356,1645,411143,157,929,232206,89,6299,1574491,14349,7.076
1,3,7,2,13692.9,11.62,1535.68,11.23,76.38,13.96,3912,978065,374,1543,385671,147,940,235038,90,6396,1598773,13601,7.427
1,3,8,2,13390.05,492.88,1651.47,11.14,76.65,14.01,3826,956433,366,1659,414750,159,933,233170,89,6418,1604353,14498,7.002
1,3,9,2,13285.5,3260.49,1625.72,9.56,74.4,13.6,3796,948965,363,1634,408283,156,801,200165,77,6230,1557412,14282,5.443
1,3,10,2,13347.47,6006.12,1888.26,8.84,77.04,14.08,3814,953391,364,1897,474217,181,740,185050,71,6451,1612659,16388,3.985
1,3,11,2,13422.1,7517.06,2172.34,8.53,80.4,14.7,3835,958722,366,2183,545562,209,714,178545,68,6732,1682829,18668,3.208
1,3,12,2,13653.63,8653.08,2534.03,8.04,85.04,15.54,3901,975259,373,2546,636396,243,674,168365,64,7121,1780021,21584,2.715
1,3,13,2,13624.58,8674.69,2822.95,7.65,88.02,16.09,3893,973184,372,2837,708956,271,641,160178,61,7370,1842318,23892,2.687
1,3,14,2,13471.33,8004.38,3084.97,7.63,90.61,16.56,3849,962238,368,3100,774759,296,639,159611,61,7587,1896608,25974,2.97
1,3,15,2,13260,6209.23,3148.9,7.4,90.44,16.53,3789,947143,362,3164,790815,302,620,154972,59,7573,1892930,26465,3.829
1,3,16,2,13006.68,2846.97,3160.63,7.56,89.87,16.43,3716,929049,355,3176,793762,303,633,158320,61,7525,1881131,26534,5.516
1,3,17,2,12714.47,699.51,2952.74,8.28,87.09,15.92,3633,908177,347,2967,741551,283,693,173252,66,7293,1822980,24843,6.525
1,3,18,2,12440.95,137.82,2555.78,8.74,81.86,14.96,3555,888640,340,2568,641857,245,731,182819,70,6854,1713316,21641,6.682
1,3,19,2,12192.23,2.85,2351.15,8.96,78.77,14.4,3483,870874,333,2362,590468,226,750,187445,72,6596,1648787,19980,6.62
1,3,20,2,12351.72,3.11,2099.58,8.75,76.09,13.91,3529,882266,337,2110,527288,202,733,183131,70,6371,1592686,17983,6.705
1,3,21,2,12717.43,2.99,2026.66,8.57,76.28,13.94,3634,908388,347,2036,508975,195,718,179371,69,6388,1596734,17435,6.903
1,3,22,2,14182.63,2.99,1887.26,8.1,79.14,14.47,4052,1013045,387,1896,473965,181,678,169507,65,6627,1656517,16460,7.699
1,3,23,2,13939.85,3,1629.78,8.04,75.16,13.74,3983,995704,381,1638,409304,156,673,168225,64,6294,1573232,14377,7.569
1,4,0,3,13681.57,3.15,1511.35,7.97,72.79,13.31,3909,977256,373,1519,379560,145,668,166894,64,6095,1523710,13405,7.427
1,4,1,3,13987.4,3.37,1434.42,8.12,73.06,13.35,3996,999100,382,1441,360240,138,680,169992,65,6118,1529332,12819,7.592
1,4,2,3,13369.1,3.87,1537.54,8.34,72.41,13.24,3820,954936,365,1545,386137,148,699,174628,67,6063,1515701,13584,7.256
1,4,3,3,12740.75,3.87,1473.57,8.44,69.6,12.72,3640,910054,348,1481,370072,141,707,176633,68,5828,1456759,13012,6.916
1,4,4,3,12224.1,3.91,1501.52,9.2,68.93,12.6,3493,873150,334,1509,377090,144,771,192627,74,5772,1442868,13186,6.635
1,4,5,3,12296.95,3.64,1590.48,10.1,71.14,13,3513,878354,336,1598,399434,153,845,211285,81,5957,1489074,13905,6.674
1,4,6,3,12985.48,3.38,1620.89,10.59,74.34,13.59,3710,927534,354,1629,407072,156,886,221540,85,6225,1556145,14215,7.05
1,4,7,3,13478.45,12.3,1613.23,10.62,75.97,13.89,3851,962747,368,1621,405147,155,889,222174,85,6361,1590068,14201,7.315
1,4,8,3,13496.4,508.85,1712.54,10.21,76.82,14.04,3856,964029,368,1721,430087,164,855,213763,82,6432,1607879,14997,7.05
1,4,9,3,13417.85,3081.97,1749.47,8.95,75.73,13.84,3834,958418,366,1758,439363,168,749,187290,72,6341,1585071,15285,5.612
1,4,10,3,13516.15,5827.81,2064.19,8.36,79.25,14.49,3862,965440,369,2074,518400,198,700,174999,67,6636,1658839,17812,4.176
1,4,11,3,13703.3,7456.89,2299.02,8.15,82.49,15.08,3915,978808,374,2310,577375,221,682,170482,65,6907,1726664,19708,3.392
1,4,12,3,13863.8,8490.36,2624.58,7.76,86.56,15.82,3961,990272,378,2637,659137,252,650,162340,62,7248,1811748,22328,2.918
1,4,13,3,13857.92,8648.51,2810.58,7.48,88.5,16.18,3959,989852,378,2824,705850,270,627,156644,60,7410,1852346,23816,2.83
1,4,14,3,13822.98,7948.03,3022.74,7.25,90.69,16.58,3949,987356,377,3037,759130,290,607,151712,58,7594,1898197,25509,3.19
1,4,15,3,13651.75,6211.72,3132.54,7.29,91.47,16.72,3900,975125,373,3148,786706,301,611,152666,58,7659,1914498,26371,4.039
1,4,16,3,13436.47,2855.95,3167.28,7.22,91.07,16.65,3839,959749,367,3183,795429,304,604,151064,58,7626,1906242,26629,5.745
1,4,17,3,13084.98,695.05,3016.58,8.2,89.05,16.28,3739,934641,357,3031,757585,290,687,171692,66,7457,1863918,25390,6.726
1,4,18,3,12801.15,204.27,2660.67,8.47,84.08,15.37,3657,914368,349,2673,668200,255,709,177285,68,7040,1759853,22515,6.838
1,4,19,3,12449.72,2.84,2400.23,8.72,80,14.62,3557,889266,340,2412,602793,230,730,182450,70,6699,1674509,20398,6.757
1,4,20,3,12097.62,3.06,2299.07,8.21,77.08,14.09,3456,864116,330,2310,577389,221,687,171769,66,6454,1613275,19555,6.567
1,4,21,3,12384.4,3.07,2090.31,8.18,75.52,13.8,3538,884600,338,2100,524961,201,685,171249,65,6324,1580810,17912,6.723
1,4,22,3,14418.33,3,1774.3,7.9,78.39,14.33,4120,1029881,394,1783,445596,170,662,165348,63,6564,1640825,15579,7.829
1,4,23,3,14091.9,3.24,1649.78,7.58,75.46,13.79,4026,1006565,385,1658,414326,158,635,158646,61,6319,1579537,14552,7.651
1,5,0,4,13715.17,3.09,1532.86,7.84,73.03,13.35,3919,979656,374,1540,384961,147,657,164098,63,6115,1528715,13580,7.447
1,5,1,4,13569.42,3.62,1475.28,7.86,71.87,13.14,3877,969245,370,1482,370502,142,658,164544,63,6018,1504291,13106,7.367
1,5,2,4,13467.88,3.64,1477.08,8.21,71.89,13.14,3848,961991,368,1484,370955,142,687,171808,66,6020,1504755,13110,7.313
1,5,3,4,12768.55,3.64,1514.67,8.19,69.94,12.78,3648,912040,349,1522,380394,145,686,171438,66,5856,1463872,13344,6.932
1,5,4,4,13246.6,3.58,1534.1,8.67,72.28,13.21,3785,946186,362,1541,385273,147,726,181526,69,6053,1512985,13545,7.191
1,5,5,4,13624.65,3.38,1633.64,10.14,76.23,13.93,3893,973190,372,1642,410273,157,849,212251,81,6383,1595713,14378,7.398
1,5,6,4,13107.8,3.55,1689.26,10.45,75.45,13.79,3745,936272,358,1697,424241,162,875,218798,84,6318,1579311,14773,7.116
1,5,7,4,12955.6,10.77,1729.64,10.87,75.83,13.86,3702,925400,354,1738,434382,166,910,227550,87,6350,1587332,15082,7.03
1,5,8,4,13177.47,465.03,1748.09,10.58,76.52,13.99,3765,941249,360,1757,439015,168,886,221351,85,6407,1601614,15251,6.902
1,5,9,4,13410.1,3125.39,1819.73,9.26,76.86,14.05,3831,957865,366,1828,457007,175,776,193862,74,6436,1608733,15846,5.585
1,5,10,4,13448.13,5738.35,1937.63,8.57,77.71,14.2,3842,960581,367,1947,486615,186,717,179288,69,6507,1626484,16793,4.187
1,5,11,4,13720.45,7103.09,2271.55,7.69,81.76,14.94,3920,980033,375,2282,570476,218,644,160853,61,6846,1711361,19490,3.594
1,5,12,4,13801.4,8104.77,2637.22,7.68,86.42,15.8,3943,985815,377,2650,662312,253,643,160824,61,7237,1808951,22423,3.094
1,5,13,4,13857.7,8377.51,2881.33,7.31,89.17,16.3,3959,989836,378,2895,723617,277,612,152973,58,7467,1866426,24382,2.975
1,5,14,4,13642.45,7876.39,3144.32,7.26,91.54,16.73,3898,974461,372,3159,789665,302,608,151925,58,7665,1916050,26465,3.13
1,5,15,4,13456.68,6143.16,3290.24,7.2,92.6,16.92,3845,961191,367,3306,826310,316,603,150604,58,7753,1938105,27614,3.969
1,5,16,4,13259.3,2986.64,3380.52,7.4,93.21,17.04,3788,947093,362,3397,848984,325,620,154871,59,7805,1950948,28318,5.58
1,5,17,4,12904.15,780.14,3345.73,7.47,91.65,16.75,3687,921725,352,3362,840247,321,625,156330,60,7674,1918302,28005,6.583
1,5,18,4,12667.48,149.86,2825.98,8.23,85.36,15.6,3619,904820,346,2840,709716,271,689,172161,66,7148,1786697,23825,6.797
1,5,19,4,12239.55,2.78,2453.88,8.57,79.78,14.58,3497,874254,334,2466,616268,236,717,179325,69,6680,1669847,20807,6.646
1,5,20,4,11882.65,2.82,2411.75,8.22,77.71,14.2,3395,848761,324,2423,605687,232,688,172069,66,6507,1626517,20435,6.451
1,5,21,4,11999.7,2.93,2147.2,8.11,74.82,13.68,3428,857122,328,2158,539248,206,679,169699,65,6265,1566069,18330,6.515
1,5,22,4,14254.63,2.98,1913.83,7.74,79.34,14.5,4073,1018188,389,1923,480639,184,648,161891,62,6644,1660717,16680,7.736
1,5,23,4,14471.48,3.24,1803.27,7.5,78.52,14.35,4135,1033677,395,1812,452872,173,628,156966,60,6575,1643515,15816,7.856
1,6,0,5,14603.02,2.95,1633.13,7.58,77,14.07,4172,1043074,399,1641,410143,157,634,158564,61,6448,1611780,14468,7.929
1,6,1,5,14506.85,3.04,1596.93,8.09,76.75,14.03,4145,1036204,396,1605,401052,153,678,169343,65,6427,1606599,14169,7.873
1,6,2,5,14452.1,3.21,1567.4,8.28,76.4,13.96,4129,1032293,394,1575,393637,150,693,173225,66,6397,1599155,13927,7.846
1,6,3,5,13696.2,3.63,1521.86,8.31,73.3,13.4,3913,978300,374,1529,382201,146,695,173824,66,6138,1534325,13490,7.436
1,6,4,5,13092.83,3.98,1567.84,8.72,72.21,13.2,3741,935202,357,1575,393747,151,731,182596,70,6047,1511545,13800,7.113
1,6,5,5,12451.08,3.62,1624.93,9.27,71.25,13.02,3557,889363,340,1633,408085,156,776,193994,74,5966,1491442,14196,6.757
1,6,6,5,13110.75,3.43,1724.33,10.27,75.7,13.84,3746,936483,358,1733,433048,166,860,214973,82,6339,1584503,15054,7.118
1,6,7,5,13533.65,10.18,1807.01,10.34,78.2,14.29,3867,966690,369,1816,453812,173,866,216395,83,6548,1636898,15756,7.344
1,6,8,5,13381.73,461.61,1809.44,10.37,77.74,14.21,3823,955838,365,1818,454422,174,868,217029,83,6510,1627290,15761,7.017
1,6,9,5,13382.57,3049.43,1877.8,8.85,77.05,14.08,3824,955899,365,1887,471591,180,741,185233,71,6452,1612722,16308,5.61
1,6,10,5,13517.52,5656.52,2066.86,8.05,78.98,14.44,3862,965538,369,2077,519071,198,674,168468,64,6613,1653077,17833,4.269
1,6,11,5,13725.9,7051.25,2491.05,7.5,84.23,15.4,3922,980422,375,2503,625602,239,628,156974,60,7053,1762998,21247,3.624
1,6,12,5,13899.63,8284.72,2850.09,7.1,88.73,16.22,3971,992831,379,2864,715771,274,595,148670,57,7430,1857272,24136,3.049
1,6,13,5,13770.17,7456.64,3013.75,6.98,90.13,16.47,3934,983584,376,3028,756873,289,585,146089,56,7547,1886547,25433,3.429
1,6,14,5,13601.85,4482.66,3120.86,7.05,90.92,16.62,3886,971561,371,3136,783774,300,591,147618,56,7613,1902953,26273,4.952
1,6,15,5,13621.58,5269.23,3270.85,6.91,92.64,16.93,3892,972970,372,3287,821442,314,578,144555,55,7757,1938967,27475,4.536
1,6,16,5,13522.08,2388.13,3325.78,7.08,93.13,17.02,3863,965863,369,3342,835235,319,593,148231,57,7798,1949329,27905,6.045
1,6,17,5,13190.67,522.18,3113.27,7.44,89.81,16.42,3769,942191,360,3128,781867,299,623,155757,60,7520,1879815,26173,6.879
1,6,18,5,12918.55,40.03,2782.53,8.26,85.73,15.67,3691,922754,353,2796,698805,267,691,172814,66,7178,1794373,23501,6.993
1,6,19,5,12562.55,2.84,2534.29,8.1,81.38,14.87,3589,897325,343,2546,636462,243,678,169566,65,6814,1703352,21481,6.818
1,6,20,5,12472.95,3.14,2340.19,7.98,78.62,14.37,3564,890925,340,2351,587715,225,668,167013,64,6583,1645653,19920,6.77
1,6,21,5,13406.38,3.15,2223.68,7.74,80.17,14.65,3830,957599,366,2234,558456,213,648,162044,62,6713,1678099,19077,7.278
1,6,22,5,14428.33,3.09,2025.54,7.42,80.95,14.8,4122,1030595,394,2035,508694,194,621,155223,59,6779,1694512,17590,7.834
1,6,23,5,14420.15,3.13,1779.48,7.25,77.81,14.22,4120,1030011,394,1788,446899,171,607,151718,58,6515,1628628,15621,7.828
1,7,0,6,14385.52,2.98,1648.28,7.29,76.15,13.92,4110,1027538,393,1656,413950,158,610,152488,58,6376,1593976,14568,7.809
1,7,1,6,13624.88,3.49,1614.46,7.27,73.13,13.37,3893,973206,372,1622,405456,155,609,152113,58,6124,1530775,14224,7.396
1,7,2,6,13677.75,3.94,1585.16,7.57,73.27,13.39,3908,976983,373,1593,398097,152,634,158490,61,6135,1533569,13995,7.426
1,7,3,6,13553.45,4.32,1544.63,7.7,72.48,13.25,3872,968104,370,1552,387918,148,645,161092,62,6069,1517114,13659,7.357
1,7,4,6,13718.95,4.01,1582.03,8.35,74.14,13.55,3920,979925,374,1590,397312,152,699,174675,67,6208,1551912,13974,7.447
1,7,5,6,13972.85,3.39,1692.52,9.27,77.26,14.12,3992,998061,381,1701,425061,162,776,194017,74,6469,1617139,14882,7.586
1,7,6,6,12966.17,3.76,1774.11,9.64,75.17,13.74,3705,926156,354,1783,445549,170,807,201654,77,6294,1573358,15438,7.03
1,7,7,6,13265.97,10.3,1775.77,10.16,76.74,14.03,3790,947570,362,1784,445967,170,851,212644,81,6425,1606181,15481,7.198
1,7,8,6,13137.65,455.49,1816.07,9.87,76.49,13.98,3754,938404,359,1825,456087,174,826,206515,79,6405,1601005,15791,6.889
1,7,9,6,13180.33,3100.55,1986.82,8.61,77.42,14.15,3766,941452,360,1996,498969,191,721,180172,69,6483,1620593,17161,5.473
1,7,10,6,13415.45,5633.89,2304.02,7.4,80.83,14.77,3833,958247,366,2315,578633,221,620,154912,59,6768,1691792,19721,4.225
1,7,11,6,13661.77,7142.08,2681.5,7.21,86,15.72,3903,975841,373,2694,673431,257,603,150791,58,7201,1800064,22764,3.54
1,7,12,6,13887.1,8374.01,3071.52,6.7,90.94,16.62,3968,991936,379,3086,771382,295,561,140208,54,7615,1903526,25906,2.994
1,7,13,6,13809.63,8565.7,3460.59,6.49,95.13,17.39,3946,986402,377,3477,869091,332,543,135749,52,7966,1991243,29011,2.847
1,7,14,6,13755.15,7821.59,3788.75,6.39,98.79,18.06,3930,982511,375,3807,951507,364,535,133782,51,8272,2067801,31631,3.222
1,7,15,6,13650.9,6123.63,4028.17,6.2,101.11,18.48,3900,975065,373,4048,1011634,387,519,129672,50,8467,2116371,33536,4.088
1,7,16,6,13510.05,2938.65,4085.43,6.44,101.56,18.56,3860,965004,369,4105,1026016,392,539,134780,52,8504,2125800,33981,5.74
1,7,17,6,13234.65,716.67,3848.35,6.51,97.85,17.88,3781,945333,361,3867,966475,369,545,136286,52,8193,2048094,32058,6.797
1,7,18,6,12827.95,177.68,3388.21,6.85,91.28,16.68,3665,916283,350,3405,850915,325,573,143315,55,7643,1910513,28338,6.869
1,7,19,6,12547.17,2.72,3047.21,7.44,86.82,15.87,3585,896227,343,3062,765277,293,623,155726,60,7270,1817230,25583,6.811
1,7,20,6,12065.23,2.81,2736.76,7.2,81.21,14.84,3447,861802,329,2750,687311,263,603,150786,58,6800,1699899,23053,6.55
1,7,21,6,13152.53,2.89,2488.49,7.48,82.22,15.03,3758,939466,359,2500,624959,239,626,156542,60,6885,1720967,21171,7.141
1,7,22,6,14802.98,2.92,2215.73,7.03,84.13,15.38,4229,1057356,404,2226,556458,213,589,147202,56,7045,1761016,19148,8.035
1,7,23,6,14389.28,3.05,2100.12,7.19,81.49,14.89,4111,1027806,393,2110,527423,202,602,150396,57,6823,1705625,18183,7.812
1,8,0,7,14327.77,2.89,1925.73,7.27,79.26,14.49,4094,1023413,391,1935,483628,185,608,152045,58,6637,1659087,16782,7.779
1,8,1,7,13992.9,3.47,1755.68,7.14,75.96,13.88,3998,999493,382,1764,440921,169,598,149472,57,6360,1589887,15389,7.596
1,8,2,7,14069.7,4.18,1678.48,7.1,75.25,13.76,4020,1004979,384,1687,421533,161,595,148670,57,6301,1575183,14779,7.637
1,8,3,7,14065.67,4.58,1724.07,7.6,76.28,13.94,4019,1004691,384,1732,432983,166,636,159033,61,6387,1596707,15144,7.634
1,8,4,7,13648.35,4.29,1669.51,7.68,74.28,13.58,3900,974883,373,1678,419281,160,643,160717,61,6220,1554881,14667,7.408
1,8,5,7,13850.93,3.42,1770.14,7.94,76.44,13.97,3957,989352,378,1779,444554,170,665,166204,64,6401,1600109,15492,7.519
1,8,6,7,13274.3,3.49,1959.46,8.49,77.29,14.13,3793,948165,362,1969,492099,188,711,177584,68,6472,1617848,16951,7.207
1,8,7,7,13094.4,8.11,1919.17,8.78,76.49,13.98,3741,935315,357,1928,481980,184,735,183765,70,6405,1601060,16611,7.105
1,8,8,7,12131.67,254.86,1927.49,8.67,73.2,13.38,3466,866549,331,1937,484070,185,726,181534,69,6129,1532153,16585,6.449
1,8,9,7,12309.2,861.66,2010.17,7.77,73.89,13.51,3517,879229,336,2020,504833,193,650,162541,62,6187,1546603,17264,6.218
1,8,10,7,12571.08,2803.08,2073.16,7.52,75.3,13.76,3592,897934,343,2083,520655,199,630,157457,60,6305,1576046,17793,5.303
1,8,11,7,12725.65,5312.93,2340.11,6.77,78.27,14.31,3636,908975,347,2351,587695,225,567,141661,54,6554,1638332,19943,4.025
1,8,12,7,13118.92,6895.08,2768.88,6.36,84.35,15.42,3748,937066,358,2782,695376,266,532,133037,51,7063,1765479,23411,3.38
1,8,13,7,13251.67,6184.61,2955.25,6.39,87.07,15.91,3786,946549,362,2969,742181,284,535,133641,51,7290,1822371,24915,3.837
1,8,14,7,13468.8,7375,3251.87,6.16,91.14,16.66,3848,962058,368,3268,816674,312,516,129019,49,7632,1907750,27308,3.309
1,8,15,7,14413.65,4680.7,3493.58,6.34,97.45,17.81,4118,1029547,393,3510,877377,335,531,132740,51,8160,2039664,29333,5.285
1,8,16,7,14236.63,2627.49,3523.66,6.14,97.01,17.73,4068,1016902,389,3541,884931,338,515,128600,49,8123,2030433,29556,6.303
1,8,17,7,13398.65,622.06,3160.22,6.44,90.08,16.46,3828,957047,366,3175,793657,303,539,134737,52,7543,1885441,26569,6.937
1,8,18,7,13041.95,118.52,2780.31,6.91,84.77,15.49,3726,931568,356,2794,698248,267,578,144515,55,7098,1774330,23495,7.02
1,8,19,7,12896.17,2.82,2641.61,7.25,82.96,15.16,3685,921156,352,2654,663413,254,607,151822,58,6946,1736391,22371,7.001
1,8,20,7,12757.53,3.05,2437.57,7.27,80.05,14.63,3645,911252,348,2449,612171,234,609,152106,58,6703,1675529,20726,6.927
1,8,21,7,12306.8,3.17,2197.83,7.62,75.99,13.89,3516,879057,336,2208,551963,211,638,159509,61,6363,1590530,18765,6.681
1,8,22,7,12003.08,3.17,2062.38,7.36,73.06,13.35,3429,857363,328,2072,517947,198,616,154020,59,6118,1529330,17652,6.518
1,8,23,7,11018.15,3.24,1853.45,7.21,67.05,12.25,3148,787011,301,1862,465476,178,604,150898,58,5614,1403385,15886,5.982
1,9,0,1,10795.27,3.19,1621.36,7.39,63.68,11.64,3084,771091,295,1629,407188,156,619,154667,59,5332,1332946,14008,5.861
