Month,Day,Hour,DOW/星期,KW/电负荷,KWS/可再生,CHWTON/冷负荷,HTmmBTU/热负荷,Combined mmBTU/,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG
3,28,16,2,17274.75,1099.97,5709.99,5.44,132.9,24.29,4936,1233911,472,5737,1434008,548,455,113765,43,11128,2781684,47339,8.782
3,28,17,2,15356.8,436.99,4872.49,5.15,116.02,21.21,4388,1096915,419,4896,1223677,468,431,107775,41,9715,2428366,40455,8.1
3,28,18,2,15309.7,198.06,5021.72,5.59,118.09,21.58,4374,1093550,418,5046,1261155,482,468,117063,45,9888,2471768,41644,8.205
3,28,19,2,13896.08,4.26,4893.16,5.95,112.09,20.49,3970,992577,379,4917,1228869,470,499,124600,48,9386,2346046,40480,7.544
3,28,20,2,13532.27,0.93,4719.94,5.88,108.69,19.87,3866,966591,369,4743,1185366,453,492,123004,47,9101,2274962,39059,7.346
3,28,21,2,15565.5,0.96,4425.38,5.97,112.18,20.5,4447,1111822,425,4447,1111390,425,500,124905,48,9394,2348117,36898,8.452
3,28,22,2,18427.32,0.91,4044.98,6.13,117.55,21.49,5265,1316238,503,4064,1015856,388,514,128381,49,9843,2460475,34129,10.006
3,28,23,2,17734.08,0.89,3508.42,6.09,108.7,19.87,5067,1266720,484,3525,881103,337,510,127485,49,9102,2275308,29770,9.628
3,29,0,3,17072.58,0.85,3319.33,5.88,103.96,19,4878,1219470,466,3335,833617,319,492,123007,47,8705,2176093,28194,9.27
3,29,1,3,16843.7,0.84,3137.43,5.56,100.69,18.4,4812,1203122,460,3153,787933,301,466,116456,45,8431,2107511,26717,9.146
3,29,2,3,17363.92,0.86,3281.38,5.74,104.36,19.08,4961,1240281,474,3297,824085,315,480,120093,46,8739,2184458,27918,9.427
3,29,3,3,16731.35,0.87,3128.54,6.04,100.67,18.4,4780,1195097,457,3144,785702,300,506,126405,48,8430,2107203,26635,9.085
3,29,4,3,15501.58,0.89,2754.43,6.26,92.21,16.85,4429,1107256,423,2768,691748,264,525,131097,50,7721,1930101,23524,8.416
3,29,5,3,15618.75,0.95,2902.09,6.51,94.63,17.3,4463,1115625,426,2916,728830,279,545,136278,52,7924,1980734,24717,8.48
3,29,6,3,15714.88,9.11,3152.61,7.32,98.77,18.05,4490,1122492,429,3168,791748,303,613,153121,59,8270,2067360,26730,8.528
3,29,7,3,15099.9,889.18,3261.31,8.14,98.79,18.06,4314,1078565,412,3277,819044,313,681,170268,65,8273,2067877,27541,7.716
3,29,8,3,15655.9,2971.03,3539.8,6.24,102.14,18.67,4473,1118279,427,3557,888985,340,523,130691,50,8553,2137956,29822,6.888
3,29,9,3,16196.35,3620.19,3795.42,6.09,106.89,19.54,4628,1156883,442,3814,953182,364,510,127363,49,8951,2237428,31919,6.829
3,29,10,3,15878.1,3755.15,3864.29,5.94,106.49,19.46,4537,1134150,433,3883,970477,371,498,124386,48,8917,2229013,32439,6.584
3,29,11,3,15982.18,5605.17,4183.89,5.51,110.25,20.15,4566,1141584,436,4204,1050743,402,461,115243,44,9231,2307571,35006,5.635
3,29,12,3,16329.67,6462.45,4315.27,5.42,112.93,20.64,4666,1166406,446,4336,1083736,414,454,113501,43,9456,2363643,36090,5.357
3,29,13,3,16637,8974.05,4604.99,5.27,117.3,21.44,4753,1188358,454,4627,1156498,442,441,110248,42,9822,2455104,38437,4.161
3,29,14,3,16561.72,7967.23,4655.49,5.37,117.74,21.52,4732,1182981,452,4678,1169180,447,449,112339,43,9859,2464499,38834,4.666
3,29,15,3,16379.58,5678.05,4716.98,5.53,118.03,21.57,4680,1169970,447,4740,1184621,453,463,115823,44,9883,2470415,39309,5.811
3,29,16,3,16016.08,3587.05,4654.05,6.89,117.39,21.46,4576,1144006,437,4676,1168817,447,577,144282,55,9830,2457104,38770,6.749
3,29,17,3,15472.58,2760.81,4653.33,7.16,115.79,21.16,4421,1105184,422,4676,1168637,447,599,149791,57,9696,2423613,38713,6.903
3,29,18,3,14957.73,763.52,4477.26,7.48,112.24,20.52,4274,1068409,408,4499,1124420,430,626,156536,60,9399,2349365,37255,7.708
3,29,19,3,14101.98,154.53,4132.55,6.99,104.7,19.14,4029,1007284,385,4152,1037850,397,585,146258,56,8767,2191392,34415,7.572
3,29,20,3,13398.9,0.87,3797.69,5.79,97.08,17.74,3828,957065,366,3816,953752,365,485,121249,46,8129,2032066,31668,7.275
3,29,21,3,14395.38,0.81,3490.49,6.11,97.12,17.75,4113,1028241,393,3507,876602,335,512,127880,49,8132,2032724,29306,7.816
3,29,22,3,16874.07,0.85,3122.66,6.66,101.7,18.59,4821,1205292,461,3138,784225,300,557,139279,53,8516,2128796,26602,9.163
3,29,23,3,16429.25,0.84,2938.31,6.61,97.93,17.9,4694,1173518,448,2952,737928,282,554,138417,53,8200,2049863,25084,8.92
3,30,0,4,15973.5,0.86,2633.08,6.26,92.36,16.88,4564,1140965,436,2646,661272,253,524,130919,50,7733,1933156,22599,8.672
3,30,1,4,15406.75,0.85,2510.26,6.02,88.71,16.21,4402,1100483,421,2522,630426,241,504,125958,48,7428,1856867,21562,8.365
3,30,2,4,14909.95,0.84,2470.48,5.96,86.48,15.81,4260,1064997,407,2482,620436,237,499,124725,48,7241,1810158,21196,8.095
3,30,3,4,14911.18,0.88,2421.03,5.79,85.72,15.67,4260,1065084,407,2433,608017,232,484,121073,46,7177,1794175,20800,8.096
3,30,4,4,14875.15,0.9,2444.65,6.09,86.18,15.75,4250,1062511,406,2456,613950,235,510,127382,49,7216,1803843,20986,8.077
3,30,5,4,15400.68,0.95,2599.41,6.84,90.58,16.56,4400,1100049,420,2612,652817,250,573,143114,55,7585,1895979,22274,8.362
3,30,6,4,15352.62,15.73,2738.59,8.14,93.38,17.07,4386,1096617,419,2752,687769,263,681,170258,65,7819,1954643,23383,8.328
3,30,7,4,14447.38,820.25,2867.52,7.89,91.59,16.74,4128,1031956,394,2881,720149,275,661,165086,63,7670,1917191,24328,7.399
3,30,8,4,15316.3,3076.45,3227.45,7.04,98.03,17.92,4376,1094022,418,3243,810543,310,589,147257,56,8208,2051822,27291,6.647
3,30,9,4,16422.7,5190.34,3807.98,6.07,107.81,19.7,4692,1173050,448,3826,956335,366,509,127139,49,9027,2256524,32041,6.1
3,30,10,4,16434.47,7489.82,4292.84,6.27,113.86,20.81,4696,1173892,449,4314,1078104,412,525,131281,50,9534,2383277,35921,4.857
3,30,11,4,16524.17,9378.63,4699.94,7.42,120.2,21.97,4721,1180299,451,4723,1180343,451,621,155251,59,10065,2515893,39186,3.879
3,30,12,4,16701.47,9363.49,5180.69,7.75,126.9,23.19,4772,1192963,456,5206,1301079,497,649,162115,62,10626,2656158,43049,3.984
3,30,13,4,16761.18,9394.17,5438.44,6.09,128.55,23.5,4789,1197227,458,5465,1365810,522,510,127550,49,10764,2690588,45117,4
3,30,14,4,16823.35,9188.59,5778.14,4.83,131.57,24.05,4807,1201668,459,5806,1451123,555,404,101074,39,11017,2753865,47840,4.146
3,30,15,4,16624.6,7865.91,5940.23,5.28,133.29,24.36,4750,1187472,454,5969,1491829,570,442,110442,42,11161,2789743,49118,4.756
3,30,16,4,16265.5,5238.59,5936.84,5.82,132.56,24.23,4647,1161822,444,5965,1490977,570,487,121816,47,11100,2774615,49057,5.989
3,30,17,4,15809.78,3659.96,5955.33,4.77,130.18,23.79,4517,1129270,432,5984,1495620,572,400,99875,38,10901,2724765,49161,6.598
3,30,18,4,15265.35,966.99,5795.22,5.02,126.65,23.15,4362,1090383,417,5823,1455412,556,420,105056,40,10605,2650850,47828,7.764
3,30,19,4,15038.9,285.29,5325.99,5.28,120.5,22.02,4297,1074208,411,5352,1337570,511,442,110430,42,10090,2522208,44052,8.011
3,30,20,4,14440.77,35.13,4904.16,5.56,113.69,20.78,4126,1031484,394,4928,1231631,471,466,116437,45,9520,2379553,40620,7.825
3,30,21,4,14782.45,0.76,4417.34,5.8,109.25,19.97,4224,1055890,404,4439,1109370,424,486,121357,46,9148,2286617,36758,8.026
3,30,22,4,17489,0.72,4015.14,5.65,113.51,20.75,4997,1249215,477,4034,1008361,385,473,118291,45,9505,2375867,33800,9.496
3,30,23,4,16879.8,0.72,3687.91,5.33,107.18,19.59,4823,1205700,461,3706,926181,354,446,111486,43,8975,2243368,31124,9.165
3,31,0,5,16483.95,0.77,3289.69,5.29,101.01,18.46,4710,1177425,450,3306,826173,316,443,110642,42,8458,2114241,27900,8.951
3,31,1,5,16515.6,2.6,3087.79,4.99,98.39,17.98,4719,1179686,451,3103,775468,296,417,104333,40,8239,2059487,26288,8.967
3,31,2,5,16015,3.21,2921.09,5.03,94.72,17.31,4576,1143929,437,2935,733601,280,421,105195,40,7932,1982726,24907,8.694
3,31,3,5,15907.3,1.47,2860.59,5.23,93.84,17.15,4545,1136236,434,2874,718409,275,438,109526,42,7858,1964171,24412,8.637
3,31,4,5,15509.85,8.88,2898.53,5.47,93.18,17.03,4431,1107847,423,2912,727937,278,458,114532,44,7802,1950316,24678,8.417
3,31,5,5,16187.02,0.83,3106.1,6.58,99.09,18.11,4625,1156217,442,3121,780065,298,551,137786,53,8297,2074068,26403,8.789
3,31,6,5,15391.48,23.84,3266.28,7.15,98.86,18.07,4398,1099392,420,3282,820294,314,599,149663,57,8278,2069348,27608,8.345
3,31,7,5,15026.52,819.8,3389.78,7.3,99.25,18.14,4293,1073324,410,3406,851310,325,611,152753,58,8311,2077386,28561,7.715
3,31,8,5,15636.65,2904.12,3937.99,5.91,106.52,19.47,4468,1116904,427,3957,988987,378,495,123765,47,8920,2229656,33005,6.914
3,31,9,5,17342.5,5146,4727.46,5.28,121.18,22.15,4955,1238750,473,4750,1187254,454,442,110433,42,10147,2536438,39485,6.623
3,31,10,5,18181.53,7446.16,5271.65,5.09,130.38,23.83,5195,1298681,496,5297,1323922,506,426,106446,41,10918,2729048,43919,5.83
3,31,11,5,17596.67,9624.04,5680.39,4.95,133.15,24.34,5028,1256906,480,5708,1426573,545,414,103513,40,11150,2786991,47133,4.329
3,31,12,5,17860.48,9295.86,5926.8,4.76,136.82,25.01,5103,1275749,488,5955,1488457,569,399,99638,38,11457,2863844,49129,4.651
3,31,13,5,17982.25,9121.45,6159.1,4.66,139.93,25.57,5138,1284447,491,6189,1546796,591,390,97500,37,11717,2928743,50999,4.812
3,31,14,5,17396.48,8829.84,6370.03,4.53,140.33,25.65,4970,1242606,475,6401,1599769,612,379,94832,36,11751,2937206,52631,4.651
3,31,15,5,17225.23,7727.74,6458.18,4.29,140.56,25.69,4921,1230374,470,6489,1621906,620,359,89679,34,11770,2941959,53319,5.158
3,31,16,5,17122.15,6083.28,6527.84,4.56,141.32,25.83,4892,1223011,467,6559,1639403,627,382,95471,36,11833,2957886,53867,5.995
3,31,17,5,16072.72,3019.77,6334.27,4.47,135.32,24.73,4592,1148052,439,6365,1590789,608,374,93484,36,11331,2832324,52217,7.089
3,31,18,5,14660.7,917.68,5944.97,4.84,126.21,23.07,4189,1047193,400,5974,1493019,571,406,101383,39,10568,2641596,48967,7.462
3,31,19,5,14155.35,292.8,5474.09,4.72,118.71,21.7,4044,1011097,386,5500,1374762,526,395,98791,38,9940,2484649,45152,7.525
3,31,20,5,14699.9,46.78,5189.9,4.8,117.23,21.43,4200,1049993,401,5215,1303391,498,402,100390,38,9817,2453775,42931,7.958
3,31,21,5,14578.13,0.77,4772.08,5.01,112.02,20.47,4165,1041295,398,4795,1198460,458,419,104846,40,9380,2344602,39576,7.914
3,31,22,5,17444.38,0.77,4296.65,5.12,116.2,21.24,4984,1246027,476,4317,1079061,412,429,107194,41,9730,2432283,36048,9.473
3,31,23,5,17345.17,0.79,4047.98,4.82,112.58,20.58,4956,1238942,473,4067,1016611,389,404,100870,39,9427,2356423,34049,9.418
4,1,0,6,17163.08,0.79,3911.23,4.83,110.32,20.16,4904,1225934,469,3930,982267,375,404,100994,39,9238,2309195,32938,9.319
4,1,1,6,16925.45,0.79,3818.5,4.98,108.55,19.84,4836,1208961,462,3837,958979,367,417,104198,40,9090,2272138,32173,9.19
4,1,2,6,17137.63,0.83,3511.88,5,105.62,19.31,4896,1224117,468,3529,881972,337,419,104706,40,8844,2210795,29741,9.306
4,1,3,6,16890.28,0.82,3216.08,5.27,101.5,18.55,4826,1206449,461,3232,807686,309,442,110369,42,8499,2124504,27351,9.171
4,1,4,6,16649.7,0.85,3114,5.32,99.5,18.19,4757,1189265,454,3129,782051,299,445,111346,43,8332,2082661,26511,9.04
4,1,5,6,16583.23,0.86,3393.99,6.08,103.39,18.9,4738,1184517,453,3410,852367,326,509,127218,49,8657,2164101,28744,9.002
4,1,6,6,17132.53,23.84,3493.09,6.16,106.53,19.47,4895,1223752,468,3510,877254,335,516,128852,49,8920,2229858,29590,9.293
4,1,7,6,15290.67,901.1,3666.31,5.98,102.15,18.67,4369,1092192,417,3684,920757,352,501,125238,48,8554,2138187,30799,7.812
4,1,8,6,16163.63,3116.31,4196.34,5.61,111.12,20.31,4618,1154545,441,4217,1053869,403,470,117356,45,9304,2325770,35123,7.086
4,1,9,6,17820.35,5167.19,4977.56,5.32,125.85,23,5092,1272883,486,5002,1250064,478,445,111288,43,10538,2634234,41532,6.869
4,1,10,6,18049.17,7559.99,5514.81,4.96,132.72,24.26,5157,1289227,493,5541,1384989,529,415,103775,40,11113,2777991,45852,5.695
4,1,11,6,17457.78,8776.15,5962.87,4.92,136.04,24.87,4988,1246984,477,5992,1497516,572,412,102996,39,11392,2847496,49379,4.713
4,1,12,6,17787.78,9283.09,6197.43,4.44,139.5,25.5,5082,1270556,486,6227,1556423,595,372,92870,36,11681,2919849,51287,4.617
4,1,13,6,18040.5,9202.59,6490.25,4.39,143.83,26.29,5154,1288608,492,6522,1629962,623,367,91846,35,12043,3010416,53654,4.797
4,1,14,6,18114.15,8735.35,6817.77,4.5,148.12,27.07,5175,1293868,494,6851,1712214,655,376,94077,36,12402,3100159,56281,5.092
4,1,15,6,17698.8,7851.81,6927.14,4.26,147.77,27.01,5057,1264201,483,6960,1739683,665,357,89107,34,12374,3092991,57116,5.346
4,1,16,6,17504.9,6182.23,7004.19,4.53,148.31,27.11,5001,1250351,478,7038,1759031,672,380,94892,36,12419,3104274,57714,6.149
4,1,17,6,16279.65,3714.2,6861.48,4.5,142.39,26.02,4651,1162833,444,6895,1723191,659,377,94274,36,11923,2980298,56455,6.824
4,1,18,6,14840.78,1050.14,6494.09,4.69,133.26,24.36,4240,1060056,405,6525,1630926,623,393,98222,38,11159,2789204,53378,7.489
4,1,19,6,14578.5,301.32,5844.41,4.53,124.41,22.74,4165,1041322,398,5873,1467764,561,379,94788,36,10417,2603874,48155,7.753
4,1,20,6,14541.2,49.58,5419.94,4.59,119.25,21.8,4155,1038658,397,5446,1361164,520,385,96108,37,9985,2495929,44756,7.87
4,1,21,6,15488.75,0.8,4960.62,5.04,117.42,21.46,4425,1106340,423,4985,1245809,476,422,105491,40,9832,2457640,41172,8.41
4,1,22,6,17817.63,0.78,4588.09,4.92,120.78,22.08,5091,1272688,486,4610,1152252,440,412,103026,39,10113,2527965,38416,9.675
4,1,23,6,17666.5,1.69,4101.02,4.78,114.27,20.89,5048,1261893,482,4121,1029931,394,400,100072,38,9569,2391897,34505,9.592
4,2,0,7,17396.8,0.77,3879.32,4.73,110.64,20.22,4971,1242629,475,3898,974251,372,396,98887,38,9264,2315767,32705,9.445
4,2,1,7,17186.33,1.57,3699.92,4.69,107.73,19.69,4910,1227595,469,3718,929197,355,393,98175,38,9021,2254968,31250,9.331
4,2,2,7,16439.73,3.03,3612.15,4.79,104.23,19.05,4697,1174267,449,3630,907156,347,401,100264,38,8728,2181686,30476,8.926
4,2,3,7,16360.1,7.24,3365.47,5.09,101.29,18.51,4674,1168579,447,3382,845204,323,426,106440,41,8482,2120222,28495,8.88
4,2,4,7,16116.15,5.48,3187.59,5.3,98.54,18.01,4605,1151154,440,3203,800530,306,443,110832,42,8251,2062516,27048,8.748
4,2,5,7,16232.98,18.78,3305.37,5.59,100.64,18.4,4638,1159499,443,3321,830111,317,468,116970,45,8427,2106580,28002,8.805
4,2,6,7,15884.8,34.77,3391.86,6.02,100.93,18.45,4539,1134629,434,3408,851832,326,504,126033,48,8451,2112495,28660,8.605
4,2,7,7,14277.9,894.45,3569.17,5.56,97.11,17.75,4079,1019850,390,3586,896361,343,466,116431,45,8132,2032643,29924,7.268
4,2,8,7,14788.95,3135.03,4304.79,4.68,106.8,19.52,4225,1056354,404,4326,1081105,413,392,97893,37,8943,2235352,35858,6.327
4,2,9,7,16665.08,5167.41,5132.59,4.51,122.96,22.47,4761,1190363,455,5157,1288997,493,377,94305,36,10296,2573666,42661,6.242
4,2,10,7,17023.5,7761.1,5547.48,4.46,129.12,23.6,4864,1215965,465,5574,1393193,533,374,93437,36,10812,2702594,46014,5.03
4,2,11,7,17649.1,8851.38,5820.31,4.53,134.59,24.6,5043,1260651,482,5848,1461712,559,379,94783,36,11270,2817146,48257,4.776
4,2,12,7,18034.13,9340.44,6071.76,4.4,138.8,25.37,5153,1288152,492,6101,1524862,583,369,92173,35,11622,2905187,50306,4.72
4,2,13,7,18461.97,9320.75,6363.86,4.31,143.68,26.26,5275,1318713,504,6395,1598220,611,361,90302,35,12031,3007236,52683,4.964
4,2,14,7,19542.67,8774.79,6641.66,4.23,150.62,27.53,5584,1395906,533,6674,1667988,638,354,88586,34,12612,3152479,55010,5.848
4,2,15,7,18872.95,7670.02,6772.8,4.34,150.01,27.42,5392,1348068,515,6805,1700920,650,363,90838,35,12561,3139826,55994,6.083
4,2,16,7,18607.28,6376.4,6861.93,4.23,150.07,27.43,5316,1329092,508,6895,1723304,659,354,88587,34,12566,3140983,56682,6.641
4,2,17,7,17693.25,3572.62,6664.24,4.42,144.76,26.46,5055,1263804,483,6696,1673656,640,370,92434,35,12121,3029894,55013,7.667
4,2,18,7,17238.15,1016.2,6324.84,4.4,139.12,25.43,4925,1231297,471,6355,1588421,607,368,92062,35,11649,2911780,52254,8.809
4,2,19,7,17178.72,301.97,5898.41,4.49,133.89,24.47,4908,1227052,469,5927,1481328,566,376,93937,36,11211,2802317,48837,9.164
4,2,20,7,16515.88,46.73,5518.98,4.46,127.04,23.22,4719,1179706,451,5546,1386037,530,373,93349,36,10638,2659091,45738,8.943
4,2,21,7,15874.08,0.76,5165.85,4.52,120.67,22.06,4535,1133863,433,5191,1297353,496,378,94513,36,10104,2525729,42851,8.621
4,2,22,7,15286.57,0.76,4837.17,4.69,114.9,21,4368,1091899,417,4860,1214806,464,393,98147,38,9621,2404851,40165,8.3
4,2,23,7,14587.27,0.76,4484.6,4.69,108.27,19.79,4168,1041949,398,4506,1126263,431,392,98064,37,9066,2266276,37278,7.92
4,3,0,1,13806.8,0.73,4111.24,4.63,101.07,18.47,3945,986200,377,4131,1032498,395,387,96829,37,8463,2115527,34216,7.497
4,3,1,1,13827.2,0.75,4038.81,4.73,100.38,18.35,3951,987658,377,4058,1014307,388,396,99094,38,8405,2101058,33638,7.508
4,3,2,1,13736.07,0.75,3888.31,4.88,98.41,17.99,3925,981149,375,3907,976510,373,408,102046,39,8240,2059704,32425,7.458
4,3,3,1,13649.15,0.77,3637.48,5.05,95.28,17.41,3900,974940,373,3655,913517,349,423,105743,40,7978,1994200,30411,7.411
4,3,4,1,13501.5,0.8,3583.62,5.17,94.25,17.23,3858,964393,369,3601,899990,344,433,108259,41,7892,1972643,29965,7.332
4,3,5,1,13549.55,0.79,3437.41,5.55,93.04,17,3871,967825,370,3454,863271,330,465,116256,44,7790,1947352,28800,7.358
4,3,6,1,13706.23,47.09,3447.97,5.61,93.75,17.14,3916,979016,374,3465,865924,331,469,117340,45,7850,1962281,28900,7.417
4,3,7,1,13733.03,578.47,3585.17,5.52,95.4,17.44,3924,980931,375,3602,900380,344,462,115569,44,7989,1996879,30000,7.143
4,3,8,1,14437.73,2477.23,4015.16,5.21,102.65,18.76,4125,1031266,394,4034,1008366,385,436,108976,42,8596,2148609,33508,6.496
4,3,9,1,16126.65,5085.81,4925.22,4.67,118.8,21.71,4608,1151904,440,4949,1236920,473,391,97676,37,9947,2486499,40950,5.996
4,3,10,1,16448.7,6651.26,5369.94,4.41,124.97,22.84,4700,1174908,449,5396,1348606,516,369,92296,35,10465,2615809,44539,5.319
4,3,11,1,17179.03,9333.8,5643.43,4.66,130.99,23.94,4908,1227074,469,5671,1417291,542,390,97451,37,10969,2741816,46797,4.26
4,3,12,1,17303.22,7638.26,5776.52,4.28,132.64,24.24,4944,1235945,472,5804,1450715,555,359,89638,34,11107,2776297,47873,5.248
4,3,13,1,17551.45,7918.91,5978.75,4.43,136.06,24.87,5015,1253676,479,6008,1501503,574,371,92686,35,11393,2847864,49515,5.232
4,3,14,1,18105.25,8812.61,6239.06,4.24,140.89,25.75,5173,1293233,494,6269,1566876,599,355,88753,34,11797,2948862,51651,5.046
4,3,15,1,18824.4,7796.74,6555.42,4.12,147.02,26.87,5378,1344601,514,6587,1646327,629,345,86226,33,12310,3077153,54251,5.986
4,3,16,1,18294.33,6078.42,6588.63,4.24,145.72,26.63,5227,1306738,499,6620,1654669,633,355,88648,34,12202,3050055,54466,6.633
4,3,17,1,17772.8,3704.41,6410.76,4.31,141.89,25.93,5078,1269486,485,6442,1609999,615,361,90289,35,11881,2969774,52993,7.641
4,3,18,1,17231.9,1057.33,6110.66,4.42,136.55,24.96,4923,1230850,470,6140,1534632,587,370,92512,35,11434,2857994,50540,8.784
4,3,19,1,16579.88,304.71,5551.13,4.75,127.94,23.38,4737,1184277,453,5578,1394111,533,398,99508,38,10713,2677896,46001,8.837
4,3,20,1,16395.3,121.07,5251.78,4.73,123.7,22.61,4684,1171093,448,5277,1318932,504,396,99064,38,10358,2589090,43588,8.837
4,3,21,1,15325.88,0.75,4916.72,4.63,115.92,21.19,4379,1094706,418,4940,1234784,472,387,96819,37,9707,2426308,40805,8.323
4,3,22,1,14935.7,0.75,4654.41,4.77,111.59,20.4,4267,1066836,408,4677,1168909,447,399,99837,38,9344,2335581,38669,8.11
4,3,23,1,14645.65,0.76,4310.33,4.63,106.32,19.43,4184,1046118,400,4331,1082497,414,387,96840,37,8903,2225455,35889,7.953
4,4,0,2,17352.47,0.79,4050.37,4.85,112.67,20.59,4958,1239463,474,4070,1017211,389,406,101555,39,9434,2358229,34069,9.421
4,4,1,2,18153.47,0.77,4048.64,4.67,115.2,21.06,5187,1296677,496,4068,1016775,389,391,97731,37,9646,2411184,34132,9.857
4,4,2,2,17908.05,0.85,3832.32,4.95,112.04,20.48,5117,1279147,489,3851,962450,368,415,103624,40,9382,2345221,32378,9.723
4,4,3,2,17606.25,0.82,3671.77,5.2,109.34,19.98,5030,1257590,481,3689,922129,352,435,108836,42,9155,2288555,31065,9.56
4,4,4,2,17648.38,0.81,3744.68,5.2,110.35,20.17,5042,1260599,482,3763,940438,359,435,108760,42,9240,2309797,31652,9.584
4,4,5,2,18113.78,0.93,3871.81,6.1,114.37,20.9,5175,1293842,494,3890,972365,372,511,127704,49,9577,2393911,32714,9.835
4,4,6,2,18694.5,30.59,3846.71,6,115.95,21.19,5341,1335322,510,3865,966063,369,503,125594,48,9709,2426979,32569,10.134
4,4,7,2,19028.82,985.23,4085.28,5.87,119.82,21.9,5437,1359202,519,4105,1025978,392,491,122780,47,10033,2507961,34509,9.798
4,4,8,2,20374.8,3113.98,4713.35,5.26,131.34,24.01,5821,1455343,556,4736,1183712,452,440,110055,42,10998,2749111,39663,9.371
4,4,9,2,21929.6,5093.23,5468.45,5.05,145.5,26.59,6266,1566401,599,5495,1373348,525,423,105656,40,12183,3045405,45853,9.142
4,4,10,2,22348.43,7827.29,5952.47,4.64,152.32,27.84,6385,1596317,610,5981,1494903,571,388,97059,37,12755,3188279,49765,7.886
4,4,11,2,21172.88,9260.85,6228.68,4.55,151.54,27.7,6049,1512349,578,6259,1564271,598,381,95308,36,12689,3171928,51862,6.469
4,4,12,2,22012.47,9305.47,6586.01,4.26,158.4,28.95,6289,1572320,601,6618,1654012,632,357,89197,34,13264,3315529,54802,6.9
4,4,13,2,22198.88,9283.67,6902.84,4.58,163.16,29.82,6343,1585635,606,6936,1733579,663,384,95886,37,13662,3415099,57354,7.013
4,4,14,2,22395.7,8834.49,7200.03,4.14,166.96,30.52,6399,1599693,611,7235,1808216,691,347,86617,33,13980,3494527,59750,7.366
4,4,15,2,22542.75,7851.59,7512.2,4.07,171.14,31.28,6441,1610197,615,7548,1886615,721,341,85273,33,14330,3582085,62262,7.976
4,4,16,2,21645.9,6678.72,7565.14,4.39,169.03,30.89,6185,1546136,591,7602,1899909,726,367,91788,35,14153,3537834,62599,8.128
4,4,17,2,21382.63,3578.43,7444.51,4.05,166.34,30.4,6109,1527331,584,7480,1869615,715,339,84657,32,13928,3481602,61609,9.668
4,4,18,2,21171.72,1037.37,7135.54,4.42,162.29,29.66,6049,1512267,578,7170,1792019,685,371,92607,35,13589,3396893,59117,10.934
4,4,19,2,20446.97,287.16,6526.76,4.48,152.57,27.89,5842,1460499,558,6558,1639129,627,375,93734,36,12775,3193362,54177,10.947
4,4,20,2,18945.5,16.65,5877.43,4.5,139.67,25.53,5413,1353251,517,5906,1476058,564,377,94142,36,11695,2923451,48838,10.278
4,4,21,2,20453.6,0.84,5322,4.76,138.41,25.3,5844,1460972,558,5348,1336568,511,398,99577,38,11590,2897117,44540,11.106
4,4,22,2,23265,0.8,5075.1,5,145.28,26.55,6647,1661786,635,5100,1274560,487,419,104599,40,12165,3040945,42835,12.633
4,4,23,2,22839.3,0.78,4763.73,4.32,139.42,25.48,6526,1631379,623,4787,1196363,457,362,90461,35,11674,2918203,40303,12.401
4,5,0,3,22415.65,0.81,4470.52,4.39,134.52,24.59,6404,1601118,612,4492,1122725,429,368,91874,35,11264,2815717,37916,12.171
4,5,1,3,21933.88,0.77,4294.42,4.45,130.82,23.91,6267,1566706,599,4315,1078501,412,372,93074,36,10954,2738281,36461,11.91
4,5,2,3,21733.7,0.8,4143.45,4.41,128.29,23.45,6210,1552408,593,4163,1040587,398,369,92256,35,10742,2685251,35234,11.801
4,5,3,3,21287.53,0.83,3941.37,4.69,124.62,22.78,6082,1520538,581,3960,989836,378,393,98138,38,10435,2608512,33575,11.559
4,5,4,3,21434.2,0.84,3950.5,4.78,125.33,22.91,6124,1531015,585,3970,992129,379,401,100101,38,10494,2623244,33662,11.638
4,5,5,3,21186.45,0.92,4009.63,5.65,126.05,23.04,6053,1513318,578,4029,1006979,385,473,118171,45,10555,2638469,34111,11.503
4,5,6,3,21246.93,36.98,4221.59,5.67,128.83,23.55,6071,1517638,580,4242,1060210,405,475,118653,45,10787,2696502,35813,11.518
4,5,7,3,19398.15,997.38,4393.29,5.62,124.53,22.76,5542,1385583,530,4414,1103331,422,471,117657,45,10428,2606571,37009,9.99
4,5,8,3,20459.45,3148.07,5141.68,4.77,136.28,24.91,5846,1461390,558,5166,1291282,494,400,99866,38,11412,2852538,43098,9.399
4,5,9,3,22370.77,5130.02,5918.86,4.42,151.78,27.74,6392,1597913,611,5947,1486463,568,370,92511,35,12709,3176887,49499,9.362
4,5,10,3,23396.63,7767.4,6417.05,4.44,161.28,29.48,6685,1671188,639,6448,1611577,616,372,92910,36,13504,3375675,53583,8.487
4,5,11,3,21945.57,9364.99,6714.29,4.31,159.76,29.2,6270,1567542,599,6747,1686227,645,361,90127,34,13377,3343896,55821,6.83
4,5,12,3,22302.98,9236.3,7158.05,4.25,166.25,30.39,6372,1593070,609,7193,1797672,687,356,88986,34,13921,3479728,59406,7.097
